study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,signif,affirm,Di,Mu,T2,t2w,se,Nmax,k,k.hacked
13,0.0266000930560983,2.22392818151987,1.96472939098769,1.29731699572665,1.22707551160837,1.13494389313016,0.260439749075497,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
14,0.0143833205049907,2.45614535564388,1.96472939098769,0.768375481315625,1.61477530756102,1.16352583581025,0.224410892193515,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
15,0.000846409598248305,3.35755801677746,1.96472939098769,1.826877888075,1.526291276548,1.65238073936147,0.242199474534731,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
16,1.08227866145745e-06,4.937241554144,1.96472939098769,1.80943912667477,1.6562702117256,2.32142225822251,0.221074950943117,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
17,0.18307319226625,1.33320397900666,1.96472939098769,0.618319915190724,0.608694680983967,0.648495438359368,0.236603218882939,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
18,0.0185503153692506,2.36218919279375,1.96472939098769,0.692645309810311,1.13618055830745,1.24876887887808,0.279469731316847,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
19,0.889127164987052,0.139479962379077,1.96472939098769,1.13381317835305,0.521712356763347,0.069865397957296,0.250899982600541,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
20,0.00239104388909545,3.05242539548616,1.96472939098769,1.391933620247,1.88632966526363,1.61484168585213,0.279878660970425,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
21,0.00965437320707749,2.59798559617015,1.96472939098769,0.701013514185841,1.05358194459304,1.25621094255597,0.233803854354574,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
22,0.277197846572111,1.08782423027374,1.96472939098769,0.645661109375716,1.30967160033929,0.52530737834792,0.233189797618884,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
23,0.894849582930954,0.132237704121483,1.96472939098769,1.10833715747881,0.374342231068631,0.0676229541085202,0.261503603003132,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
24,0.132559892443055,-1.50654576448502,1.96472939098769,0.583848354925093,0.326070667818726,-0.741333299150084,0.242137669808682,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
25,0.0216053803124513,2.30448126201475,1.96472939098769,1.37940866289872,1.13744152455444,1.19116613814745,0.267176536523923,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
26,0.123499599293542,1.54285609658318,1.96472939098769,1.33853801040967,0.896234447758845,0.807568851885078,0.273973323198338,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
27,0.0808852744487737,-1.74911888597192,1.96472939098769,-0.0022491744410873,-0.190515053505119,-0.877157104381922,0.251487331290345,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
28,7.08968338343108e-06,4.53905428533034,1.96472939098769,0.685870530216787,1.19223006075463,2.19980608352674,0.234875676485041,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
29,0.00106824853554238,3.29119714017798,1.96472939098769,1.34961901708953,1.9668162826054,1.67343539863061,0.258529501653441,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
30,0.021776688002978,2.30146165053333,1.96472939098769,0.863419217731337,0.566956308533552,1.14403866319332,0.247100667445546,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
31,0.354974870107102,0.925843473216394,1.96472939098769,0.895288302678229,0.218057504138495,0.459117756799261,0.245908217054631,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
32,0.0191938055615199,2.34937591425576,1.96472939098769,1.55661866577868,1.01445308096831,1.180955473942,0.252674853718325,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
33,0.0280460403497101,2.20307067938377,1.96472939098769,1.14323530546458,1.14176657288734,1.06870132323805,0.235318370964343,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
34,5.98050455933984e-05,4.04824443508845,1.96472939098769,1.47291001225034,1.69866297323171,1.94349687350113,0.230480526597816,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
35,0.00112858465747485,3.27537138156037,1.96472939098769,1.69598345962146,1.59893349013008,1.64004448659894,0.250720679964898,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
36,0.805187804097231,0.246769885251373,1.96472939098769,0.561566243090135,0.375667796546836,0.128740351500233,0.272173014117523,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
37,0.0547289127453041,1.9255467838662,1.96472939098769,0.0760866146075143,0.938381448963121,0.924116138602866,0.230327057691017,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
38,0.528917994544136,0.63009936703326,1.96472939098769,1.24120726731543,1.50658762808341,0.324221488509917,0.264768005520767,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
39,0.201053963048769,-1.28024450809888,1.96472939098769,0.525800093588077,-0.636110792093595,-0.646602063000219,0.25508700151442,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
40,8.22850358810761e-09,5.86400049955446,1.96472939098769,1.74656647653568,2.17287883232046,3.12273240247223,0.283583881183935,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
41,0.00844908594763028,2.64408603584441,1.96472939098769,0.881286652551138,0.278926600835244,1.26672153730059,0.229515037009613,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
42,0.228806047209881,-1.20491809942803,1.96472939098769,0.533939684557652,-0.746452180126326,-0.665558241070471,0.305110444396763,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
43,0.0235199908779478,2.27185685951484,1.96472939098769,0.915860176071154,0.734506224482593,1.10540530202332,0.23674518618196,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
44,0.268642716014094,1.10742739648428,1.96472939098769,1.14158303758256,0.545857782324149,0.534797126031403,0.233210233042782,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
45,0.137641475378208,1.48701859891542,1.96472939098769,0.035716276292214,0.558157880086816,0.754764773704062,0.257626447095999,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
46,0.000230707827239904,3.70982208804139,1.96472939098769,0.539532303490962,1.31279321046044,1.8626094129038,0.252079437727263,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
47,0.0812981738096095,1.74673731295014,1.96472939098769,1.00966078967566,0.747557180560839,0.859220497178176,0.241965842575613,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
48,0.000330042148713559,3.61564770056488,1.96472939098769,1.39136633444202,2.51191152993324,1.7781798721298,0.241868418747618,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
49,0.344759800141115,0.945699057294996,1.96472939098769,0.346094852942874,0.267417425149332,0.466734733771872,0.243575908550572,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
50,0.631443676452809,0.479991623377071,1.96472939098769,0.595777655607736,0.606707640498358,0.22432229386866,0.218412534237138,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
51,0.108637417724318,1.60722562185207,1.96472939098769,1.55777521079989,1.51342131207675,0.834920475031335,0.26985876513914,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
52,0.0296907873323812,2.18044682909736,1.96472939098769,1.16439743635411,1.01029848731831,1.09080074308119,0.250264845437713,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
53,0.000139693116501072,3.83850581527312,1.96472939098769,1.55314033133853,1.13603573996057,1.93435091893866,0.253948775149453,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
54,0.723759072607265,0.35363864183458,1.96472939098769,0.246695309227699,0.0422203632881786,0.184534013193484,0.272291086946653,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
55,0.328481026225957,-0.978136002317222,1.96472939098769,0.534803370716304,-0.203098826273684,-0.497529541039229,0.25872551252561,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
56,0.325978071621808,-0.983215063573968,1.96472939098769,0.451105343480166,-0.157094834583723,-0.474501178681709,0.232904319888885,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
57,0.000339685047481101,3.60798442290622,1.96472939098769,0.864010865341489,2.15464453184534,1.79745763803086,0.248192137876731,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
58,5.15354546952073e-07,5.0871794575124,1.96472939098769,1.77045548271428,1.3477443203544,2.56864974517866,0.254950378708598,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
59,0.0238711710647933,2.26612560067055,1.96472939098769,0.889684672109789,1.01731764633308,1.11797614671523,0.243386856079148,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
60,0.65836792964663,-0.44243255508896,1.96472939098769,1.03861109441293,0.590545427093526,-0.220384142645551,0.248122719959274,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
61,0.00316285683853824,2.96587427983436,1.96472939098769,1.12069412601974,1.01772850614513,1.46717222122876,0.244712816602285,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
62,0.865425449075533,-0.169559299507449,1.96472939098769,0.0282801776506244,0.278470720793284,-0.0865034352705714,0.260269622426164,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
63,0.160347655199058,1.40599608300411,1.96472939098769,0.15702561179862,0.352532459944269,0.698923368405439,0.247110330203915,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
64,0.113559121458523,1.58517916173206,1.96472939098769,0.717088487713838,0.393857370090195,0.773186701646019,0.237909641422933,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
65,0.682343684439598,-0.409506550267114,1.96472939098769,0.631283193931433,0.00340344156428396,-0.198009404798509,0.233802919987334,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
66,0.100958887232062,-1.64326081969031,1.96472939098769,0.61786248823594,-0.0503857084367758,-0.880081597485511,0.286835485820402,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
67,0.095448200512324,1.6704966288091,1.96472939098769,1.14944490841901,0.968379627825383,0.861391568074851,0.265894911035252,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
68,0.000120041303222472,3.87668678106855,1.96472939098769,0.886200289045623,0.912742647311822,1.83735973823239,0.224629589928596,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
69,0.158510899083074,1.41221188304451,1.96472939098769,0.661342208951909,1.3363628016158,0.713824928957678,0.255495760674819,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
70,0.0136251880139694,2.47578371608076,1.96472939098769,0.673436214404603,1.21332678887114,1.237856052693,0.249985537981639,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
71,0.0443010029022005,2.01632772395183,1.96472939098769,1.1330617448834,1.29321777469893,0.987489185266665,0.239851507769011,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
72,0.736386418673799,-0.336830334648796,1.96472939098769,0.536101703874264,0.585709342174384,-0.178683375329913,0.281414131283094,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
73,0.00327308742422269,2.95513367000672,1.96472939098769,1.15727952195846,0.638252001893648,1.56164674163768,0.279261674905871,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
74,0.0375466167134179,2.08533358636902,1.96472939098769,1.03107565683202,0.551289634305555,1.01134242515948,0.23520436428058,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
75,0.0216912920287783,2.30296430844749,1.96472939098769,0.996838969606259,1.67131895708805,1.20887253944798,0.275541241014308,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
76,0.327451134939952,0.980222822762898,1.96472939098769,0.863898028775177,1.12198401617185,0.46973674005277,0.229646292719138,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
77,4.44793947076031e-10,6.36430760009974,1.96472939098769,1.43360470564323,2.0378136830047,3.04536368196005,0.228968640058462,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
78,0.00114377886217777,3.2715098622498,1.96472939098769,1.01892844518018,1.21025202335293,1.66425216513552,0.258786605233619,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
79,0.365594902235915,0.905580626377246,1.96472939098769,0.597172365111146,0.100498921891346,0.44480836659286,0.24126351416211,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
80,0.0607247370965351,1.87974867916374,1.96472939098769,1.67022533014335,1.20316021024729,0.982002360410621,0.272913793844582,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
81,0.403891173161806,-0.835402067090851,1.96472939098769,0.631567063109018,-0.339644957295234,-0.408800940079463,0.239459835926028,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
82,0.995434260944809,-0.00572520424722749,1.96472939098769,0.759582586283662,0.332393895453298,-0.00283803648398036,0.245727622523668,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
83,0.01144525315857,2.53820377163913,1.96472939098769,1.0592153275046,0.959981884902761,1.27473047109026,0.252222464163097,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
84,0.00514144609254363,2.81046323419775,1.96472939098769,1.6453272438115,1.56311633694169,1.41194326167476,0.252393794915472,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
85,0.0545234904323376,1.92718874362381,1.96472939098769,1.14286762581803,1.80931519714222,0.988175802955246,0.262917763840882,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
86,0.0548807975004085,1.92433606665345,1.96472939098769,1.80459747507042,1.52130972281994,0.935023967186394,0.236093291535573,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
87,0.715266460019459,-0.364999452945728,1.96472939098769,0.955884974377692,0.856076015945244,-0.174783300044475,0.22930601274263,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
88,0.100307870745659,1.64641543697691,1.96472939098769,1.19875798554762,0.879378461976095,0.845646306100055,0.263814494838695,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
89,0.081702080701666,1.74441711595714,1.96472939098769,0.500843301083828,0.345298426880556,0.862262237933377,0.244330709087496,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
90,0.128069096048747,-1.52429273485066,1.96472939098769,1.02523115465449,-0.495448525430083,-0.790760062047772,0.2691241643177,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
91,0.00751882087584329,2.68389533446191,1.96472939098769,1.13625439493337,1.67285095454954,1.40353731009621,0.273474459787511,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
92,0.110883880552086,1.59706667930748,1.96472939098769,0.66883601019151,1.07146593999919,0.793655882549666,0.246955317291478,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
93,0.269714793709097,1.10494756187668,1.96472939098769,0.676341387267616,0.24649237430022,0.542892396323452,0.241403844468138,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
94,0.202791151516407,1.27531508989917,1.96472939098769,0.915579807460583,0.948941223007022,0.617918272839576,0.234761610162696,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
95,0.000516147173774361,3.49508100483388,1.96472939098769,1.04444585646984,1.05780649593474,1.77161939573472,0.256936829675937,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
96,0.00163779620218795,3.16640002164131,1.96472939098769,1.0997024929998,1.83362288916462,1.67385416094272,0.279449716134043,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
97,0.987466172238283,0.0157173440418083,1.96472939098769,1.0261845741127,-0.267934158819564,0.00803494245317228,0.26134080347094,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
98,0.828459476252426,-0.216791453017208,1.96472939098769,1.08152822608877,0.310142365370377,-0.106881530596926,0.243064210430824,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
99,0.369728493021005,0.897793730099986,1.96472939098769,0.117134787584397,0.223641879913446,0.457155612186244,0.259283556505045,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
100,0.000261358785809276,3.67724303142739,1.96472939098769,1.53470359294539,1.31284594322875,1.93296962394816,0.276315591498085,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
101,0.00900902324482804,2.62198293079148,1.96472939098769,0.541604910943061,0.840440845934456,1.30681611625782,0.248410096382341,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
102,0.847076274278217,0.1929504574986,1.96472939098769,0.620654048549412,0.935022217654942,0.0962274017160563,0.248717242106973,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
103,0.662303340693659,0.436995932796577,1.96472939098769,1.03384457870285,0.628578017075681,0.212212094791515,0.235822628065489,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
104,0.79518323318971,0.259724735904324,1.96472939098769,0.787420557683671,0.535885920254284,0.132913601831609,0.26188596696269,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
105,0.833483894614416,-0.210345489573331,1.96472939098769,0.984038008402094,0.560651047052009,-0.106920229041745,0.25837670353159,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
106,0.272416080526633,1.098729104391,1.96472939098769,0.957914883623431,0.525382485592971,0.545721109574887,0.246694944402898,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
107,5.25086790536757e-09,5.94325450551494,1.96472939098769,1.56349610122854,2.21264765765823,2.97857429763579,0.251170262058109,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
108,0.00636398790614493,2.74000144835535,1.96472939098769,0.910091609529539,1.71529041709788,1.38460481470878,0.255358365674528,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
109,0.901195601382429,0.124214323213894,1.96472939098769,0.564644068625622,0.0730098612217431,0.0609097274842847,0.240452866066778,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
110,0.0965219949469039,-1.66509243353195,1.96472939098769,0.584755540793613,-0.212069027990592,-0.837011536067807,0.252688916223618,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
111,0.0353491514055497,2.1100739779075,1.96472939098769,0.852519441041356,0.79677858648419,1.00187817855276,0.225441814755851,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
112,4.04029315215043e-07,5.13555984625301,1.96472939098769,2.09806807317296,1.89529019545924,2.53476162895789,0.243611989910772,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
113,0.00130949497794466,3.23222716121524,1.96472939098769,1.45009448479745,1.62730848999266,1.6164811806259,0.250113742570358,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
114,0.186291235489185,1.32345171952796,1.96472939098769,0.811813866815425,0.532183015291199,0.664083479769086,0.251784590911557,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
115,0.255120246330467,1.1393105931771,1.96472939098769,1.21592901264349,1.0087617453634,0.568988009047073,0.249414648894634,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
116,0.00161150660448098,3.17119928272295,1.96472939098769,1.50628296204062,1.78398337416402,1.61319227318271,0.258776716019103,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
117,0.00229945224208489,3.06435103198762,1.96472939098769,1.51682713485621,1.1775867756014,1.56779499532686,0.261758938040045,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
118,0.173080253372185,1.36432508736203,1.96472939098769,0.985359476562398,0.5685598294476,0.678675768982489,0.247450854155154,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
119,0.00732318446070501,2.69282777158219,1.96472939098769,1.43359374638606,0.965725937181702,1.27942490290604,0.225742039306747,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
120,0.411719850474362,-0.821559752409795,1.96472939098769,-0.163047284331401,-0.236128818091489,-0.4041631773506,0.242011038640435,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
121,0.000195383009641263,3.75285795590681,1.96472939098769,1.54830352747925,1.9449285892372,1.88372432314956,0.25194772278183,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
122,0.139170482754884,1.48125237666323,1.96472939098769,1.41890970903248,1.65019022061941,0.76161330035901,0.264369237873047,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
123,0.300852519420909,1.03568122038454,1.96472939098769,0.656106719209737,0.989328624401356,0.540145290680265,0.272000050803931,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
124,0.0556212744939959,1.91847332967953,1.96472939098769,0.804582883351523,0.557395773050054,0.964048416322138,0.252514405508371,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
125,0.000283501502526572,3.65587313165898,1.96472939098769,0.150752750633959,1.15409558362353,1.80911037474438,0.244876943609115,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
126,0.02718404595951,2.21538939600023,1.96472939098769,1.50962534081566,1.23327546957554,1.13059418972734,0.260443398166355,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
127,0.90553488455097,-0.11873273246677,1.96472939098769,0.624172037867616,-0.0527608154209036,-0.0594803959613718,0.250961312340963,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
128,0.00345031529089625,2.93853888335438,1.96472939098769,0.789215196095603,1.37984109476342,1.42846870127328,0.236308081727742,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
129,0.00097778948173585,3.31655155671484,1.96472939098769,0.949668845745997,0.819122387263114,1.71951670419581,0.268806206767605,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
130,0.13024573678892,1.51563150121662,1.96472939098769,1.24150632549278,1.35488740771129,0.76218110948541,0.252888520123043,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
131,0.272698338140221,1.09808178543997,1.96472939098769,1.05096105543879,1.42066203715537,0.536903098048268,0.239068548367403,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
132,0.000440477595735752,3.53821617972255,1.96472939098769,1.331057170869,1.41778048455889,1.84287905421941,0.271284474312359,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
133,0.354741466245869,-0.926293071449359,1.96472939098769,1.17779362178847,0.323904914517073,-0.462964270851072,0.249803270676072,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
134,0.602614347257221,0.520976357112371,1.96472939098769,1.58096966306019,1.03876608984377,0.254733250231398,0.239075594621307,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
135,0.0106345666527544,2.56414817150149,1.96472939098769,1.19466986891507,0.969765934251591,1.29655082659303,0.255677703886314,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
