study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,signif,affirm,Di,Mu,T2,m,t2w,se,Nmax,hack,k,k.hacked
18,0.0321623759298423,2.20521225235526,2.00957523712924,1.20403306315582,0.85445072023022,2.14860458583337,0.949319065539784,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
19,0.0370022709548922,2.14421886169953,2.00957523712924,1.16686088914688,1.59127593660363,2.12285068144951,0.980168341494259,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
20,0.0241595361068379,2.32669396341419,2.00957523712924,1.72325618554469,1.73932614060124,2.76043687878055,1.40759305553642,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
21,0.0159375314566266,2.49692664340616,2.00957523712924,1.3155951651389,1.53019452647705,2.62565639201279,1.10576850383534,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
22,0.0334506483177337,2.18822665848231,2.00957523712924,1.06118562262313,0.919180874317792,2.16627607466949,0.98003818465833,1,50,10,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
23,0.00636517523720989,2.85076506281188,2.00957523712924,1.12978754392481,1.02620662265676,2.62834082817025,0.850042240437169,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
24,0.0232123411841963,2.34337473864795,2.00957523712924,0.74098518653183,1.17060761511653,2.82301785947638,1.45125511492983,1,50,23,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
25,0.0101876773112702,2.67279003251661,2.00957523712924,1.07881894508418,0.817834870452644,2.37335778864933,0.788491002279099,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
26,0.0323676042218043,2.2024665984853,2.00957523712924,1.54654881855647,1.32888453343508,2.25375696100827,1.04711769942523,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
27,0.0166200571696417,2.48008047044307,2.00957523712924,0.938427993588846,1.2378288295465,2.49835650987478,1.0147925673545,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
28,0.0463088951000275,2.04437652406511,2.00957523712924,0.801728674646991,1.11574275585162,1.97292532148366,0.931321273021504,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
29,0.0234186162773172,2.3396909043185,2.00957523712924,0.710060798949148,1.05751341300508,2.1782945938493,0.866794713290176,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
30,0.0465200276408586,2.04232218340413,2.00957523712924,1.72384155332972,2.23766810260134,2.08850047437706,1.04573260047377,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
31,0.0245488328378871,2.32000719698046,2.00957523712924,0.844525633183654,0.979472307968033,2.13503890060824,0.846901535680308,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
32,0.00343658283372397,3.07507570325002,2.00957523712924,1.10268503481016,1.05524114234101,2.53550649479961,0.679857403045569,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
33,0.0232929761244008,2.34193121815346,2.00957523712924,0.765200301093478,1.04327149351359,2.45428991234934,1.09825566736101,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
34,0.00359359038034017,3.05912042646578,2.00957523712924,1.50929638995124,1.66721147757401,3.3979295982631,1.23377397510042,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
35,0.0386065687554521,2.12554683894803,2.00957523712924,0.619333010554879,0.706523690143866,2.58642879996021,1.4806748366274,1,50,9,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
36,0.00481154563797837,2.95375174296504,2.00957523712924,1.13277096042294,0.855268799393513,3.18344104942478,1.16157068302446,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
37,0.000771623171504598,3.58649709798189,2.00957523712924,1.01279599191024,0.740801210907119,3.4338675961032,0.916697661593962,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
38,0.0226179419381494,2.35415632051543,2.00957523712924,1.24624898016956,1.58663700608671,2.23716523759338,0.903078555934329,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
39,0.0156224104267901,2.50492615138613,2.00957523712924,0.227850650007168,-0.2016111344768,2.27967003187455,0.828236043963153,1,50,18,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
40,0.00224870049454627,3.2244385215149,2.00957523712924,0.711195832564322,0.362135496003501,2.72248076231338,0.71288821844196,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
41,0.0224248159684931,2.35771400890241,2.00957523712924,0.645243727100435,0.482459309597245,2.14761987039078,0.829721949577567,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
42,0.0302139250302349,2.23208094478561,2.00957523712924,0.623179774429979,0.404415046412917,2.20478360263167,0.975690464870884,1,50,10,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
43,0.0245952096070739,2.31921692984856,2.00957523712924,1.17880739431988,0.665581383643534,2.05928787151483,0.788408645616172,1,50,14,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
44,0.0199968179449708,2.40495697605184,2.00957523712924,1.2711293539864,1.02135657561865,2.3469798634127,0.952366486169382,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
45,0.0225858275726404,2.35474602724504,2.00957523712924,0.533461037451952,0.954848928600239,2.07495119646422,0.776475267674632,1,50,25,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
46,0.0378874160951098,2.13383107594237,2.00957523712924,0.959015777319293,1.01630828320766,2.17118568834071,1.03531823647491,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
47,0.0477117316101913,2.03087616592341,2.00957523712924,1.42423620072362,1.82545703561331,2.09036606206191,1.05944351282671,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
48,0.0160138277796503,2.49501139235219,2.00957523712924,1.00282951224226,1.1677140259408,2.1055291997208,0.712159826834182,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
49,0.0387697355380139,2.12368608268864,2.00957523712924,1.17658676099664,1.06728499169156,2.13700429674306,1.01258187378809,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
50,0.0354501030908928,2.16297316848351,2.00957523712924,0.932556299742293,0.811891266961313,2.19464042144528,1.02949557342951,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
51,0.0474607691581976,2.03326583045102,2.00957523712924,1.057510393483,0.753844664655416,2.13635104176249,1.10396907792398,1,50,12,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
52,0.0156483442274453,2.50426231032724,2.00957523712924,1.28873624478723,1.04381000270656,2.78723369903242,1.23875988685108,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
53,0.0432885520455734,2.07469274967468,2.00957523712924,1.02475929096963,1.00823550491778,1.971549144001,0.903041347055138,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
54,0.0372209254624367,2.14163269061229,2.00957523712924,1.02859679534006,0.900097498888329,1.95475720376294,0.833097190116783,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
55,0.000865016239868483,3.5486967810884,2.00957523712924,0.975740865716507,1.38373386979654,3.56747796246232,1.01061284265892,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
56,0.0216638936176293,2.37200411488421,2.00957523712924,0.802265677396017,1.22848215297686,2.68369661313179,1.28007660389414,1,50,20,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
57,0.0424238644510784,2.08371072421861,2.00957523712924,0.533353967841985,0.379993022673062,2.19166472479339,1.1063011948937,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
58,0.00723809150572207,2.80276967634851,2.00957523712924,1.19366516503467,1.98964634625841,2.43067879740555,0.752108202471287,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
59,0.00147234811189067,3.37009063299595,2.00957523712924,1.24491378520069,1.43290123813385,3.3581434225767,0.992922425617783,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
60,0.0164120765270097,2.48514645819005,2.00957523712924,0.803137289422499,1.24736152978704,2.21599214682509,0.795119596841142,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
61,0.00506778563062634,2.93480646028232,2.00957523712924,1.10916926928576,0.944243124836441,2.33853094380244,0.634932136537057,1,50,15,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
62,0.00784800058420311,2.77231894300493,2.00957523712924,0.835456486724766,1.11725372021815,2.48080350389584,0.80075258313104,1,50,13,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
63,0.0235434181394384,2.33747615819138,2.00957523712924,0.909050484664048,0.283716722806797,2.38591594320019,1.04187567555021,1,50,18,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
64,0.0196616335277022,2.41187946963348,2.00957523712924,0.922253056527296,0.673551525982726,2.52686743779625,1.09762430819703,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
65,0.0041943515469575,3.00356112943142,2.00957523712924,1.28658791549607,1.51494364849084,2.84586815519776,0.897752455072599,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
66,0.041871192196985,2.08955893617585,2.00957523712924,0.614279200526108,0.832302391002051,1.90921019377801,0.834830368797786,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
67,0.016595980296722,2.48066398780612,2.00957523712924,0.993696131241923,1.33550224501762,2.37680308061926,0.918016568408936,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
68,0.00232006058555534,3.21356124308923,2.00957523712924,0.939566499406927,0.915864313817607,2.9525510086644,0.844153949262819,1,50,12,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
69,0.036203406674212,2.15378304733601,2.00957523712924,1.00853680943469,0.695342238180757,2.09977856827293,0.950480232055922,1,50,9,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
70,0.0150647918500652,2.51944718796863,2.00957523712924,1.33615931251314,1.75463386727752,2.78040510184993,1.2178831870463,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
71,0.000871186431476677,3.54633888634064,2.00957523712924,1.43866962511068,1.72920177991547,3.61927244872802,1.04155470529697,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
72,0.0295936985495888,2.24095593565743,2.00957523712924,0.686781392262671,0.883065220348495,2.15071662014983,0.921085081935703,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
73,0.0235728568090451,2.33695526765861,2.00957523712924,0.951410596242391,0.755186406457044,1.96265148070796,0.705318984466946,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
74,0.0211275461570497,2.38234979307249,2.00957523712924,1.23614476935082,0.863016696749631,2.28967849898957,0.923714914768951,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
75,0.000738025441708314,3.60117502616344,2.00957523712924,0.697634733274191,0.440558003145994,2.72750624603968,0.573644782965787,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
76,0.0477686826854699,2.03033539435549,2.00957523712924,1.30846686103063,1.6033850396601,2.31487593599876,1.29992970883669,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
77,0.0094378797927156,2.7021665395878,2.00957523712924,0.664043699039423,1.20128287671351,2.47896935573667,0.841623963423878,1,50,11,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
78,0.0450139615611137,2.05715723999873,2.00957523712924,0.903527589593561,1.32662357793183,1.59933440587009,0.604426620160411,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
79,0.000768816285447236,3.58769970248261,2.00957523712924,0.816295937810264,1.07811959739909,3.51847915472413,0.961784548354149,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
80,0.00868736406440808,2.73380389509338,2.00957523712924,1.38709896683346,1.70465892831361,2.77141995200202,1.02770853314367,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
81,0.00104820209774335,3.48470846111765,2.00957523712924,1.24296537490086,1.71089401632577,3.10854239380211,0.795757406402685,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
82,0.00158632037770986,3.34468173471228,2.00957523712924,0.845765462413604,0.815945638093655,2.90652022998652,0.755156740342849,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
83,0.0185026828763254,2.43666335915029,2.00957523712924,0.766591133812427,0.869876179112544,3.04717750191747,1.56388365585306,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
84,0.00224560130216406,3.22491827518488,2.00957523712924,0.945854985332616,1.01627723885692,3.4804436953728,1.1647475297388,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
85,0.0270930609092281,2.278500090391,2.00957523712924,1.3278952154539,1.41184948591627,2.2190274676045,0.948477986812931,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
86,0.0239492581645901,2.33034595569819,2.00957523712924,1.04620272185481,1.37211423907392,2.15587111827028,0.85586405936247,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
87,0.0466310953590533,2.04124472851434,2.00957523712924,1.12524171079942,1.03862671833878,1.81723560040462,0.792560310448136,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
88,0.0426683177528798,2.08114515815382,2.00957523712924,0.952262921866657,1.4519167259545,2.08954243730246,1.00808614463124,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
89,0.0224995490283169,2.35633406284133,2.00957523712924,1.34140846681793,1.67900703790051,2.1489779629012,0.831745004443615,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
90,0.000122156295413373,4.17402918393587,2.00957523712924,1.64210452893384,1.52654747046047,4.06483259440134,0.948362485620222,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
91,0.0131152824382364,2.57437367674253,2.00957523712924,1.15989752673818,0.885834668775046,2.64145560161781,1.05279413901681,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
92,0.0050176935350342,2.93843874381999,2.00957523712924,0.540064159545675,0.384054450710724,2.74180079412138,0.870639792212522,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
93,0.0147214625642811,2.52863248100917,2.00957523712924,0.565636825623353,1.18434140218035,2.25234934936686,0.793414403396337,1,50,26,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
94,0.0178854651786319,2.45043948851915,2.00957523712924,0.875369815992766,1.15639340234293,2.55994814703049,1.09137593226874,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
95,0.0296682271166579,2.23988082009684,2.00957523712924,1.08872254545329,1.39295909092472,2.31176198409422,1.06521289078344,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
96,0.0481261098722129,2.02695418617652,2.00957523712924,1.31276455921236,1.15370699849106,2.46470477748569,1.47857019793156,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
97,0.0156944315974933,2.50308504560263,2.00957523712924,1.30565307210809,1.272183137341,1.82591049376184,0.532117764631379,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
98,0.00398804130934095,3.02174943360455,2.00957523712924,0.258215614335343,0.45055656098239,2.57494714215465,0.726138958585032,1,50,28,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
99,0.00965820014281956,2.69331840821044,2.00957523712924,1.41035889347236,1.84086360023394,2.61232230475877,0.940758429291741,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
100,0.00390017913612637,3.02976405285166,2.00957523712924,0.518708793484955,1.33275178708148,2.88758880564573,0.908349710204456,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
101,0.0280997472655552,2.26303005068635,2.00957523712924,0.96297176531018,1.17573719920455,2.42688320176687,1.1500510247216,1,50,13,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
102,0.0478870881385825,2.02921287612302,2.00957523712924,1.07081962680189,0.992224910433896,1.84410791923841,0.825880946589072,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
103,0.0446011692499645,2.06129858100943,2.00957523712924,0.901447297786288,1.53077236430456,1.68259402574076,0.666310836653506,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
104,0.00591005710327576,2.8782665227813,2.00957523712924,1.07278971174284,1.26156270750741,2.69135357067636,0.874338292486672,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
105,0.0370076860579575,2.14415465193356,2.00957523712924,1.37478938694584,1.54416597327859,2.04860315640034,0.912858495845562,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
106,0.00621231986519895,2.85979217506303,2.00957523712924,1.29169949603487,1.0033566311353,2.77866887199908,0.944070973148647,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
107,0.0195621478436721,2.41395456998207,2.00957523712924,0.836142599088855,1.53497600051196,2.24041654494884,0.861389071009592,1,50,16,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
108,0.00372118977162082,3.04662790991329,2.00957523712924,1.13464793429259,1.20372513819328,2.66409084703646,0.764643900027577,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
109,0.00540225955441073,2.91137676367933,2.00957523712924,0.179019116027705,-0.00829889828820488,2.64249121054972,0.823816108895912,1,50,14,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
110,0.00806865931287192,2.76183871264593,2.00957523712924,1.35308316633499,1.75020683004735,2.63043182131172,0.907104818265095,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
111,0.00161047306911239,3.33952029546273,2.00957523712924,0.558401810795508,0.920504429713637,2.94448862578893,0.777412622356925,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
112,0.00700124900390893,2.81523811788612,2.00957523712924,0.823867458758127,1.22778817773795,2.37366224667282,0.710898464879568,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
113,0.049784422821221,2.01154559782672,2.00957523712924,0.841679535666347,0.583808223738884,1.72784543342254,0.737819307475514,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
114,0.00893477222807745,2.72310568846968,2.00957523712924,0.731006044515377,0.674473133020223,2.42692227480349,0.794296667924182,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
115,0.0111071185192307,2.6393623513522,2.00957523712924,1.14239177936243,1.20079775881657,2.27561862109625,0.743362969126198,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
116,0.00509168033386678,2.93308557373277,2.00957523712924,1.03120215073611,1.46331235899404,2.96153071981277,1.01949010778808,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
117,0.0260963649279056,2.29432886719115,2.00957523712924,0.975223589167379,1.04898302694258,2.59369898279496,1.27799102691893,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
118,0.00757185397245192,2.78582477729626,2.00957523712924,0.478662728701286,0.559480884950833,2.5719608422399,0.852356173499473,1,50,30,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
119,0.00842729460953477,2.74535649827034,2.00957523712924,0.812563632814449,1.17980366761489,2.70317864628916,0.969509347426442,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
120,0.0094468190782426,2.7018038577026,2.00957523712924,1.26064233274108,1.50594035121872,2.17439801188445,0.647694858711662,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
121,0.00262921165063691,3.16981443689721,2.00957523712924,1.12107456567396,1.0685045114855,3.06351800685649,0.934056606774283,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
122,0.0154839124527065,2.50848836695582,2.00957523712924,0.741565369458246,0.963680716138818,2.47372016089801,0.972471661433585,1,50,12,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
123,0.0369858988730375,2.1444130443844,2.00957523712924,0.642579205805578,1.0387437487413,2.30877796739378,1.1591708676885,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
124,0.00265657507703089,3.1661794470935,2.00957523712924,1.63135915236287,1.76721474881647,2.87435179214594,0.824154795481091,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
125,0.00142372978276785,3.3815026217997,2.00957523712924,0.934877862055598,1.39086816643447,2.93774114732541,0.754757774925264,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
