study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,signif,affirm,Di,Mu,T2,t2w,se,Nmax,k,k.hacked
8,0.0241777575511593,2.2611817735283,1.96472939098769,1.19419293232676,0.85089723284989,1.12124343869385,0.245883211612787,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
9,9.17595406474861e-10,6.24318420233442,1.96472939098769,1.76714825931683,1.8310801079388,3.13618119231878,0.252342263580352,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
10,0.0539877090273958,-1.93149578175211,1.96472939098769,-0.131973212674758,-1.25278041591397,-0.921966238570391,0.227846576688392,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
10,0.201440254524644,-1.27914568842532,1.96472939098769,-0.131973212674758,-0.147687058364157,-0.653477662390822,0.260988559914285,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
10,0.0522328239126184,1.94585822232178,1.96472939098769,-0.131973212674758,-0.299536368879518,0.971540303051581,0.24928678417266,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
10,0.516272543435822,-0.649564362236524,1.96472939098769,-0.131973212674758,-0.244250456086249,-0.337402769242934,0.269806809311875,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
10,0.272772906335287,-1.09791085034439,1.96472939098769,-0.131973212674758,-0.42403335159063,-0.530102177665952,0.233122945850234,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
10,0.768888928791393,0.293988507837116,1.96472939098769,-0.131973212674758,-0.319834694769678,0.144347309208669,0.241077498947807,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
10,0.459592827907048,-0.740091013128936,1.96472939098769,-0.131973212674758,0.243515469154848,-0.370906288464807,0.251164428481895,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
10,0.807272215994193,0.244076081731071,1.96472939098769,-0.131973212674758,-0.163407563928369,0.126970458531907,0.270616909767453,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
10,0.0106556313376849,2.5634520590292,1.96472939098769,-0.131973212674758,0.761571480844686,1.28882431681864,0.252776702096582,0.25,500,9,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
11,0.209262218635621,-1.25721964273559,1.96472939098769,0.343196795019736,0.287710682383847,-0.604129442413715,0.23090731314475,0.25,500,2,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
11,0.0296415033663853,2.18110883194474,1.96472939098769,0.343196795019736,0.892807212664146,1.08272768875787,0.246424460099308,0.25,500,2,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
12,0.00275003881954894,3.00939954736385,1.96472939098769,0.931800973006013,0.630847510400827,1.59091629430009,0.279469847056321,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
13,0.677191463081192,0.416543488597102,1.96472939098769,0.179160811626813,0.0752259836471262,0.213213371643189,0.262004153339323,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
13,0.541693312342295,-0.610674224534502,1.96472939098769,0.179160811626813,-0.0429497608147094,-0.285585314875447,0.218701904176403,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
13,0.787964182491771,0.269099709349235,1.96472939098769,0.179160811626813,0.185160980358743,0.135046987016117,0.251850803705601,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
13,0.0466015113769085,1.99486064535416,1.96472939098769,0.179160811626813,0.0631571045173967,0.972080604845858,0.237453967765878,0.25,500,4,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
14,5.23389992262964e-05,4.08038508398992,1.96472939098769,1.10764064476563,1.23506011636192,2.01980725705072,0.245029037398057,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
15,0.848133367247229,-0.191600144603621,1.96472939098769,1.02242127421286,0.31291813979016,-0.097072281074002,0.256684003989672,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
15,0.146175684387777,1.45544220751637,1.96472939098769,1.02242127421286,0.767349834098443,0.723005139002111,0.246770270966292,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
15,0.766012699964265,-0.297756819558746,1.96472939098769,1.02242127421286,0.721497464073648,-0.155542066089066,0.272880368568902,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
15,0.0143346957729169,2.4573770774548,1.96472939098769,1.02242127421286,1.6196284913687,1.27234857905792,0.268082591193921,0.25,500,4,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
16,0.00374413070790486,2.91266903894953,1.96472939098769,0.977936731976129,0.992722033781984,1.41792032136153,0.23698528193391,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
17,0.00032318359255453,3.62122721158469,1.96472939098769,1.7268898049052,2.05993560276147,1.92281883753366,0.281945512051569,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
18,1.1227876811073e-05,4.43711479830651,1.96472939098769,1.09350846606251,1.23421530954982,2.10900662528005,0.225919936852691,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
19,0.000431406287353526,3.54384569552811,1.96472939098769,1.74041240973123,1.57268997045043,1.7425088364159,0.241768864449561,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
20,0.00104714234012907,3.29692949427769,1.96472939098769,0.425913892562885,1.10034708858906,1.64750601570855,0.249709289313764,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
21,0.266017039338311,1.11352981695953,1.96472939098769,0.786473478534543,0.794733816956587,0.568038055884034,0.260226286052021,0.25,500,2,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
21,0.0147281575440928,2.44751440071504,1.96472939098769,0.786473478534543,1.90842016562589,1.26204128842759,0.265886700738127,0.25,500,2,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
22,0.000121132646279658,3.87441647477905,1.96472939098769,1.29323332200075,1.80497899194344,1.8852871995515,0.236778591156684,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
23,0.226467714272225,1.21100238421794,1.96472939098769,1.26296605153965,1.44821240139823,0.590936452073078,0.238117637155557,0.25,500,2,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
23,5.96483622890503e-05,4.04887880121703,1.96472939098769,1.26296605153965,0.987691528842472,1.97482732952867,0.237896856740923,0.25,500,2,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
24,0.166007267449043,1.38717627905764,1.96472939098769,1.56458973277381,1.69143019632975,0.709126243487541,0.261326714804972,0.25,500,2,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
24,1.88327412678318e-11,6.87294879671098,1.96472939098769,1.56458973277381,2.38442005071572,3.3461281698644,0.237027604504514,0.25,500,2,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
25,0.0101365650681599,2.58097455087744,1.96472939098769,1.94581090600908,1.54488238553394,1.24459634263311,0.232535678015745,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
26,0.000372311815430624,3.58348857414304,1.96472939098769,1.02334338371223,1.15497089876939,1.83498821262565,0.262213175194627,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
27,3.72161788927705e-05,4.16162313809832,1.96472939098769,0.974286442880845,1.39565745460662,2.06112351705092,0.245291522093343,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
28,6.09528367051192e-05,4.04364491892298,1.96472939098769,1.24581281448748,1.23213620855674,2.01186869056812,0.247544476070241,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
29,0.0347736036788715,2.11677091206418,1.96472939098769,0.883341992192203,0.933000420867541,1.13784487869969,0.288947140129866,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
30,0.0251968718439044,2.24513070589809,1.96472939098769,0.62281487118047,1.29548286248601,1.10832726285526,0.243698453527431,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
31,0.0787160849834649,1.76179586180401,1.96472939098769,0.990634354855946,0.514958741925902,0.831453199319283,0.222722681340644,0.25,500,3,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
31,0.549099206654963,0.599518616927989,1.96472939098769,0.990634354855946,0.801334282506382,0.298937122740795,0.248630470937123,0.25,500,3,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
31,0.00562732789860363,2.78081104837777,1.96472939098769,0.990634354855946,1.05458527317979,1.39624171319244,0.252103140962597,0.25,500,3,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
32,0.304593469821004,-1.02769020232663,1.96472939098769,0.671903934819962,-0.00906650211104843,-0.513986327750917,0.250137440246906,0.25,500,2,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
32,0.000944294289153048,3.32649583330251,1.96472939098769,0.671903934819962,0.79717355849035,1.61384398409361,0.235368927132918,0.25,500,2,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
33,0.0551271398037926,1.92237834617837,1.96472939098769,1.09620355622162,1.14773000293,0.978051305182139,0.258848434146418,0.25,500,3,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
33,0.616347921112504,0.501347154050016,1.96472939098769,1.09620355622162,1.07393048235561,0.255482186371801,0.25968337107451,0.25,500,3,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
33,0.0048832856417569,2.8272675891486,1.96472939098769,1.09620355622162,1.56535906566491,1.45907669177604,0.266331423557502,0.25,500,3,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
34,0.39129996974758,-0.858007991866984,1.96472939098769,0.785419368341122,0.0264950990644113,-0.437519370417134,0.260023083858557,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
34,0.32616573681454,0.982833369190182,1.96472939098769,0.785419368341122,0.188959955577527,0.506664543311704,0.265754874939176,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
34,0.17736648910809,-1.35081630979464,1.96472939098769,0.785419368341122,0.0941052255201683,-0.641883818625697,0.225798089948276,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
34,0.00125299593958529,3.24507494107932,1.96472939098769,0.785419368341122,1.65382610036371,1.65400548406267,0.259791195731134,0.25,500,4,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
35,9.24266480981122e-05,3.9417904817588,1.96472939098769,0.766800311755647,0.87317205558289,2.02884437379051,0.264917346873578,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
36,3.99212285720801e-09,5.99118645197957,1.96472939098769,1.57986739365912,1.89145808408121,2.93410563045226,0.239842321161324,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
37,0.206197214165281,1.26573891170835,1.96472939098769,1.45501250547149,1.40551208606276,0.638319188574439,0.254324112103911,0.25,500,2,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
37,0.0171665834884174,2.39112048947313,1.96472939098769,1.45501250547149,1.47279221013751,1.17954477676769,0.243346969273911,0.25,500,2,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
38,0.200557949440204,1.28165770403447,1.96472939098769,1.01469250875971,0.177602098712941,0.640942139548674,0.250088399222917,0.25,500,2,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
38,0.0346967122339018,2.11767277753209,1.96472939098769,1.01469250875971,0.994723060804864,1.03006285119052,0.236597276939074,0.25,500,2,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
39,2.70438400145013e-05,4.23649643651618,1.96472939098769,1.69500776876533,2.35526933831367,2.18483720007132,0.265964989989251,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
40,0.751577394193107,-0.316734679769023,1.96472939098769,1.43987476892092,0.93642754946995,-0.165205004829439,0.27205403080313,0.25,500,2,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
40,2.449422840349e-06,4.76764170311461,1.96472939098769,1.43987476892092,1.68675505653071,2.29150923920195,0.231012779436794,0.25,500,2,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
41,0.18075054710032,1.34032219058585,1.96472939098769,0.385273587015402,0.567545754004923,0.705980857721831,0.277438952018302,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
41,0.230120438573291,1.20151756391248,1.96472939098769,0.385273587015402,0.619123555373936,0.576323314424387,0.230076430023252,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
41,0.223995718080402,1.21748353911134,1.96472939098769,0.385273587015402,0.782147518754852,0.597703735598352,0.241015927678191,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
41,0.0561472798479286,1.91434817491099,1.96472939098769,0.385273587015402,0.661862263678216,0.954949418051762,0.248839247667546,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
41,0.0983866667487729,-1.65582144228408,1.96472939098769,0.385273587015402,-0.324074291863716,-0.792996528953465,0.229358884761222,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
41,0.317215576438957,1.00119958463609,1.96472939098769,0.385273587015402,0.665891714346545,0.523925498593054,0.273840544199416,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
41,0.929668407310816,-0.0883066173983835,1.96472939098769,0.385273587015402,-0.0630852776854703,-0.0407325415308496,0.212763202795,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
41,0.400995007633328,-0.840563654976244,1.96472939098769,0.385273587015402,-0.180614792343038,-0.42965900285159,0.26128027053204,0.25,500,9,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
41,0.0181868270588604,2.36960044710848,1.96472939098769,0.385273587015402,1.24159271798931,1.18128735238446,0.248519723680117,0.25,500,9,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
42,0.000351923129526129,3.59854745155237,1.96472939098769,1.71718468237399,2.11037408392827,1.80879161025337,0.252651919611077,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
43,0.928961924545322,-0.0891960088387016,1.96472939098769,0.360207510447988,0.224685574985866,-0.0454662607152232,0.259829006158357,0.25,500,7,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
43,0.02228607529112,-2.29260365720768,1.96472939098769,0.360207510447988,0.314205574737759,-1.21370713132192,0.280265632441931,0.25,500,7,affirm,TRUE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
43,0.127951039687306,1.52476577236081,1.96472939098769,0.360207510447988,0.604808554948757,0.732608271829972,0.230853980351965,0.25,500,7,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
43,0.0865403274902057,1.71732466530138,1.96472939098769,0.360207510447988,0.580638596551462,0.851090263909366,0.245610217480634,0.25,500,7,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
43,0.627867658493473,-0.485030370970156,1.96472939098769,0.360207510447988,-0.299404376799312,-0.22709153305678,0.219211844989981,0.25,500,7,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
43,0.723730747552744,0.353676456363421,1.96472939098769,0.360207510447988,-0.242872488441991,0.178061850074742,0.253471690754082,0.25,500,7,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
43,0.0136693614678483,2.47461323679599,1.96472939098769,0.360207510447988,0.947372092583432,1.1706481078458,0.223788657868889,0.25,500,7,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
44,0.01901763271867,2.35284598072811,1.96472939098769,1.55590536084628,1.30345009860473,1.15908715966311,0.242686261664366,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
45,0.0958975338074381,-1.66822931415658,1.96472939098769,-0.444161001353923,-0.760684186971709,-0.830392741406825,0.24777392002901,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
45,0.461067614488894,0.737660331064989,1.96472939098769,-0.444161001353923,-0.0552116170941759,0.369140351417294,0.250420676434364,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
45,0.0110523380430322,-2.55056631815254,1.96472939098769,-0.444161001353923,-0.95435353094629,-1.2833309033519,0.253165233181295,0.25,500,10,affirm,TRUE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
45,0.347637058081825,-0.94006888618442,1.96472939098769,-0.444161001353923,-0.0138325669345041,-0.48259383698048,0.263538569950081,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
45,0.255202299098712,1.13911363067442,1.96472939098769,-0.444161001353923,-0.195894870099655,0.560571202857222,0.24217397502132,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
45,0.0276986416379891,-2.2079953951985,1.96472939098769,-0.444161001353923,-0.700087352130661,-1.13056189941524,0.262175656476096,0.25,500,10,affirm,TRUE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
45,0.0890846092292896,-1.70356709062403,1.96472939098769,-0.444161001353923,-1.62658005330197,-0.862997298966249,0.256625843151718,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
45,0.357286383640946,-0.92140094400608,1.96472939098769,-0.444161001353923,-0.728131308829884,-0.446644356934015,0.23497756385859,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
45,0.269298532085555,1.10590961390383,1.96472939098769,-0.444161001353923,-0.0498155015510123,0.559797750023219,0.256225901721893,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
45,0.254901304278193,1.1398363660916,1.96472939098769,-0.444161001353923,0.176798979495423,0.576519689739957,0.255825169606702,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
46,0.340118091090371,-0.954845637294235,1.96472939098769,0.938244413825336,0.0842774526610531,-0.468609151498566,0.240854738629353,0.25,500,5,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
46,0.101741994318595,1.63948759848158,1.96472939098769,0.938244413825336,0.410330437433699,0.803839148627157,0.240393120513473,0.25,500,5,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
46,0.616580601244907,-0.501016269797462,1.96472939098769,0.938244413825336,0.633983030734255,-0.249549439504645,0.248090159967503,0.25,500,5,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
46,0.377983151746119,0.882404171543294,1.96472939098769,0.938244413825336,0.872693544734791,0.452254012775913,0.262681660434896,0.25,500,5,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
46,0.0299179325344684,2.17740791510909,1.96472939098769,0.938244413825336,0.894306203475098,1.08943731696602,0.250336917306431,0.25,500,5,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
47,0.586893864178426,0.543695473148145,1.96472939098769,0.659111321963246,0.884725401941774,0.272143803888079,0.250544842749246,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
47,0.279377589224344,1.0828959648297,1.96472939098769,0.659111321963246,0.951595163976596,0.572508844166549,0.279505867585025,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
47,0.112908833436367,1.58804819530917,1.96472939098769,0.659111321963246,0.52151534788541,0.810528842045005,0.260501116972262,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
47,0.0203409120740822,2.32744053428811,1.96472939098769,0.659111321963246,0.683504893472081,1.14956315849333,0.243954305133425,0.25,500,4,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
48,0.000522698485268791,3.49163013375049,1.96472939098769,1.5077315593396,2.25495327826934,1.72211294620876,0.243257812706263,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
49,0.00011132737581489,3.8955481456509,1.96472939098769,1.02461360261396,1.27287058767003,1.94509867143654,0.249313687351504,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
50,0.526277559026079,0.634143817792651,1.96472939098769,0.738570291107948,0.516031547917645,0.285951305155961,0.203333361481159,0.25,500,2,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
50,0.0317485068900943,2.15361740812622,1.96472939098769,0.738570291107948,0.660266800198691,1.04000555352628,0.233203041702152,0.25,500,2,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
51,0.0429820974105851,2.02906414252217,1.96472939098769,1.19793972331822,1.17388532669068,0.996340930555566,0.241115090181017,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
52,0.0825258532939495,1.73971382789817,1.96472939098769,0.758158172025821,0.988199607467921,0.883815608146754,0.258087935130297,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
52,0.1291911291001,1.51981376991938,1.96472939098769,0.758158172025821,0.74111901069351,0.756147382629652,0.247532459124779,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
52,0.997310653890201,0.00337229100120833,1.96472939098769,0.758158172025821,0.469024155327015,0.00158090514512899,0.219766523699851,0.25,500,4,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
52,0.000582379938274863,3.46193173792636,1.96472939098769,0.758158172025821,1.10873733890093,1.77202486149535,0.262000802166741,0.25,500,4,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,10,2000,2000
53,0.434029116720419,0.782947904368106,1.96472939098769,0.204827120531476,0.410223848973041,0.394028855249361,0.253273832358171,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
53,0.495065927381297,-0.682774922669895,1.96472939098769,0.204827120531476,-0.0703851842033077,-0.338931256029966,0.246415554666903,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
53,0.930548602725347,-0.0871986368650839,1.96472939098769,0.204827120531476,0.0414265562962238,-0.0422884309028517,0.235192652700361,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
53,0.645960272639265,0.459660288710808,1.96472939098769,0.204827120531476,0.536326190456244,0.227431741786269,0.244809453176531,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
53,0.594658875201649,0.532439147746142,1.96472939098769,0.204827120531476,0.123445898504415,0.264262752318253,0.246338304859651,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
53,0.350735106666643,0.934039811076886,1.96472939098769,0.204827120531476,0.549523087150746,0.450657855946961,0.232789355366891,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
53,0.521860390921392,-0.640933093760777,1.96472939098769,0.204827120531476,0.425616530037523,-0.327199201072953,0.260614800727224,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
53,0.822676282276051,-0.224222076862794,1.96472939098769,0.204827120531476,-0.123998237369771,-0.109162675290302,0.237023605020657,0.25,500,10,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,10,2000,2000
