V1,meta.name,author.year,meta.study.type,coder,key.title,group,discipline,meta.journal,study.name,study.journal,study.year,point.est,effect.measure,var,se,ci.hi,n,flag.group,flag.discipline,flag.study.year,flag.effect.measure,flag.est,flag.se,flag.var,flag.n,flag.ci.hi,total.flags,SJR,SJR.hand.coded,SJR.topic.cats,SJR.type,hif.thresh,hif,SE,Est,Analysis.Scale,Mhat.to.reproduce,Mhat.hi.to.reproduce,flip,Exposure..with.largest.sub.meta.analysis.,Outcome..with.largest.sub.meta.analysis.,Reported.pooled.estimate,Reported.CI.hi,Data.source,EstF,Pval.One,Pval.Two,signif,affirm,Eta.AllEsts,EtaInv.AllEsts,VarEtaInv.AllEsts,LoEtaInv.AllEsts,HiEtaInv.AllEsts,LogEta.AllEsts,VarLogEta.AllEsts,LoLogEta.AllEsts,HiLogEta.AllEsts,shapiro.pval.AllEsts,n.coders,coders,status,use,randomly.chosen,Eta,EtaInv,VarEtaInv,LoEtaInv,HiEtaInv,LogEta,VarLogEta,LoLogEta,HiLogEta,shapiro.pval,group.pretty,Qi,early.within,small.SE.within,year.rk,n.first.yr,first2,n.first2,X,Sval.Est,Sval.CI,Mhat.Worst,Mhat.Worst.Lo,Mhat.Worst.Hi,Mhat.Worst.Pval,Mhat,Mhat.Lo,Mhat.Hi,Mhat.Pval,Sval.Est.Num,Sval.CI.Num
588,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,56,,,-0.266108407,z,0.008474576,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0920574603169129,-0.266108407,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,-0.266108407,0.998077936626169,0.00384412674766144,1,FALSE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.0520833333333333,,FALSE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
589,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,43,,,0.060072156,z,0.002638522,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0513665455330607,0.060072156,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.060072156,0.121105114643547,0.242210229287094,0,FALSE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.354166666666667,,TRUE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
590,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,105,,,0.161386696,z,0.003802281,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0616626386071825,0.161386696,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.161386696,0.00443203701502981,0.00886407403005962,1,TRUE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.71875,,TRUE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
591,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,53,,,0.151140436,z,0.01086957,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.10425722996512,0.151140436,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.151140436,0.0735727974680622,0.147145594936124,0,FALSE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.65625,,FALSE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
592,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,27,,,0.309519604,z,0.01176471,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.108465247890741,0.309519604,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.309519604,0.00216114707365567,0.00432229414731133,1,TRUE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.947916666666667,,FALSE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
593,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,28,,,0.140925576,z,0.006134969,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0783260429231555,0.140925576,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.140925576,0.0359921523710448,0.0719843047420896,0,FALSE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.635416666666667,,FALSE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
594,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,29,,,0.100335348,z,0.002793296,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0528516414125427,0.100335348,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.100335348,0.0288194734019416,0.0576389468038832,0,FALSE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.46875,,TRUE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
595,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,30,,,0.13073985,z,0.01369863,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.117041146610925,0.13073985,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.13073985,0.131988232210625,0.26397646442125,0,FALSE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.583333333333333,,FALSE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
596,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,31,,,0.090244188,z,0.01020408,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.101015246374,0.090244188,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.090244188,0.185829008450457,0.371658016900914,0,FALSE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.4375,,FALSE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
597,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,83,,,0.192337169,z,0.005128205,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0716114865087997,0.192337169,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.192337169,0.00361735990884871,0.00723471981769741,1,TRUE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.791666666666667,,FALSE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
598,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,84,,,0.060072156,z,0.003703704,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0608580643793409,0.060072156,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.060072156,0.161800189201108,0.323600378402216,0,FALSE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.354166666666667,,TRUE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
599,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,89,,,0.365443754,z,0.003144654,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0560772146241234,0.365443754,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.365443754,0.0000000000359126062221549,0.0000000000718252124443097,1,TRUE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.979166666666667,,TRUE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
600,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,98,,,0.161386696,z,0.0006954103,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0263706332878071,0.161386696,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.161386696,0.000000000468052707702782,0.000000000936105415405564,1,TRUE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.71875,,TRUE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
601,24699695,Van Yperen 2014,Unclear,mbm,,plos,soc,,100,,,0.151140436,z,0.001218027,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0349002435521588,0.151140436,z,0.10461625640051,0.131647439618788,FALSE,"Self-reported performance-approach goals (i.e., goals to outperform others) at work, sports, or education",Achievement in that domain,0.1,0.12,public,0.151140436,0.00000743378533529793,0.0000148675706705959,1,TRUE,1.04016461276647,0.961386291868123,0.107788130260205,0.317908503786675,1.60486407994957,0.0393789821343077,0.116620550679027,-0.629943842129258,0.708701806397873,0.016527974563016,2,mbm tb,slightly discrepant,TRUE,1,1.09932353708809,0.909650313363453,0.0975700347191055,0.29743199404661,1.5218686326803,0.0946950243514455,0.117914581136805,-0.578330983910071,0.767721032612962,0.0201641206017874,PLOS One,0.65625,,TRUE,,1,,1,5,Not possible,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,0.105579961081627,0.0777704101576822,0.133389512005571,0.0000000000346815909324505,Inf,14.2457417602629
