study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,rhoEmp,covEmp,signif,affirm,Di
37,0.8234736535023,-0.22367173407077,1.98421695158642,-0.219584611332126,-0.219584611332126,-0.228380545918147,1.04254786689849,1,100,1,no,,,FALSE,FALSE,1
38,0.074424604507008,1.80303698891468,1.98421695158642,0.867492514209014,0.867492514209014,1.96043554167882,1.18221335841223,1,100,1,no,,,FALSE,FALSE,1
39,0.291432929422054,1.06064295278526,1.98421695158642,1.34164914444647,1.34164914444647,1.10705346619892,1.08942859578856,1,100,1,no,,,FALSE,FALSE,1
41,0.206963759962532,1.27027565015253,1.98421695158642,0.131913695753682,0.131913695753682,1.324709603303,1.08754045972276,1,100,1,no,,,FALSE,FALSE,1
43,1.11118272179168e-05,-4.63021485939143,1.98421695158642,-4.59071048855465,-4.59071048855465,-4.48785710725292,0.939454502982431,1,100,1,no,,,TRUE,FALSE,1
44,0.000895796841094027,-3.4251121373386,1.98421695158642,-2.63559822600655,-2.63559822600655,-3.13272792810438,0.836557444051527,1,100,1,no,,,TRUE,FALSE,1
45,0.0226998362835757,-2.31461276879254,1.98421695158642,-1.87516892473591,-1.87516892473591,-2.20609818217785,0.908433171830146,1,100,1,no,,,TRUE,FALSE,1
46,0.5554419903454,0.591637476661054,1.98421695158642,0.79408779809665,0.79408779809665,0.648847169235323,1.20274476764019,1,100,1,no,,,FALSE,FALSE,1
47,0.807032437786314,0.244910785774583,1.98421695158642,0.693163664752927,0.693163664752927,0.289474094175555,1.39702308875722,1,100,1,no,,,FALSE,FALSE,1
48,0.000379775219105406,-3.67993973270824,1.98421695158642,-2.67443209575057,-2.67443209575057,-3.42763442066956,0.867576097808843,1,100,1,no,,,TRUE,FALSE,1
51,0.0181664446271167,-2.40208919026362,1.98421695158642,-1.05493891195582,-1.05493891195582,-2.41052483513592,1.00703592275791,1,100,1,no,,,TRUE,FALSE,1
52,0.0534513471830366,-1.95459687147146,1.98421695158642,-2.06257283348867,-2.06257283348867,-1.89262500183317,0.937593843872124,1,100,1,no,,,FALSE,FALSE,1
53,0.587332508731612,-0.544484411950542,1.98421695158642,-0.730885518647396,-0.730885518647396,-0.494101332905751,0.823495346251218,1,100,1,no,,,FALSE,FALSE,1
55,0.818837803191515,0.229649685273812,1.98421695158642,1.66464271534531,1.66464271534531,0.23009527049075,1.00388432927272,1,100,1,no,,,FALSE,FALSE,1
56,0.498752680016367,-0.678951671245816,1.98421695158642,0.478659181117013,0.478659181117013,-0.68686596450309,1.02344915143951,1,100,1,no,,,FALSE,FALSE,1
60,0.170911473120378,1.37929580204998,1.98421695158642,3.84870629555189,3.84870629555189,1.33291665045355,0.933880177855932,1,100,1,no,,,FALSE,FALSE,1
61,0.0513494248064634,1.97243509423064,1.98421695158642,1.0022822171888,1.0022822171888,2.00028085416392,1.02843420867964,1,100,1,no,,,FALSE,FALSE,1
62,0.124874681781906,1.54774459676723,1.98421695158642,2.81196260240255,2.81196260240255,1.51503592832721,0.958180373634332,1,100,1,no,,,FALSE,FALSE,1
64,0.104644667267043,-1.63776873538951,1.98421695158642,-1.94461517735598,-1.94461517735598,-1.46065635831846,0.795409831232492,1,100,1,no,,,FALSE,FALSE,1
65,0.265328413576857,-1.1202243964701,1.98421695158642,-0.222847195579462,-0.222847195579462,-1.27299192671998,1.29134190842043,1,100,1,no,,,FALSE,FALSE,1
66,0.00253799036709298,-3.09771042506443,1.98421695158642,-3.59845446918323,-3.59845446918323,-3.31704274153357,1.14662260815514,1,100,1,no,,,TRUE,FALSE,1
67,0.0420261317902934,-2.05995992770922,1.98421695158642,-1.99772851881464,-1.99772851881464,-2.0177963678425,0.959482653654769,1,100,1,no,,,TRUE,FALSE,1
68,0.080201545284336,1.76764358175688,1.98421695158642,2.23294533918211,2.23294533918211,1.940085870078,1.20462675288504,1,100,1,no,,,FALSE,FALSE,1
70,0.564306221236047,0.578402011406397,1.98421695158642,0.00995571173212395,0.00995571173212395,0.511154519716902,0.780988828051376,1,100,1,no,,,FALSE,FALSE,1
71,0.113519942603635,1.59669952547249,1.98421695158642,1.05727789795172,1.05727789795172,1.62586956100556,1.0368716695045,1,100,1,no,,,FALSE,FALSE,1
72,0.642540708720407,0.465577289035944,1.98421695158642,0.103834522177105,0.103834522177105,0.431064094277066,0.857235454481705,1,100,1,no,,,FALSE,FALSE,1
73,0.335568503613502,-0.967667510910474,1.98421695158642,0.274060085883189,0.274060085883189,-0.895040215981604,0.855525145805045,1,100,1,no,,,FALSE,FALSE,1
75,0.252366322918407,1.15133781912301,1.98421695158642,0.626862523349502,0.626862523349502,1.11264879249407,0.933922117614251,1,100,1,no,,,FALSE,FALSE,1
77,0.105408630177326,-1.63412572468568,1.98421695158642,0.306904522782954,0.306904522782954,-1.53580710458307,0.883288164090943,1,100,1,no,,,FALSE,FALSE,1
79,0.816190097914416,0.233067621079798,1.98421695158642,1.82801941501482,1.82801941501482,0.251352476776644,1.16306088820369,1,100,1,no,,,FALSE,FALSE,1
80,3.52834542999345e-06,-4.91454877975251,1.98421695158642,-4.56384502525157,-4.56384502525157,-5.26939947864178,1.14962168762069,1,100,1,no,,,TRUE,FALSE,1
81,0.403220736344324,-0.83948340775541,1.98421695158642,-0.319382365867699,-0.319382365867699,-0.761513413452764,0.822869340953375,1,100,1,no,,,FALSE,FALSE,1
82,0.396198185293977,-0.852130832879358,1.98421695158642,-0.523298250314981,-0.523298250314981,-0.842456130334946,0.977421820438549,1,100,1,no,,,FALSE,FALSE,1
83,0.0134578174586842,-2.51654323529393,1.98421695158642,-0.179246439959326,-0.179246439959326,-2.29815588061425,0.833969510837854,1,100,1,no,,,TRUE,FALSE,1
85,0.000912421184209042,-3.41951563409337,1.98421695158642,-2.76986441621364,-2.76986441621364,-3.39871937811487,0.987873710462252,1,100,1,no,,,TRUE,FALSE,1
89,0.493031615004856,0.688047935743454,1.98421695158642,1.23279622175628,1.23279622175628,0.603060862786418,0.768218739588436,1,100,1,no,,,FALSE,FALSE,1
92,0.32018755152543,-0.999088534814039,1.98421695158642,-0.880898440315372,-0.880898440315372,-1.07677156034832,1.16155345927211,1,100,1,no,,,FALSE,FALSE,1
94,0.457181350989341,-0.746422099987618,1.98421695158642,-1.59462891473318,-1.59462891473318,-0.746313168582673,0.999708145146487,1,100,1,no,,,FALSE,FALSE,1
95,0.515908481326346,-0.652005577520083,1.98421695158642,-0.418620517283208,-0.418620517283208,-0.657435210697704,1.01672452272484,1,100,1,no,,,FALSE,FALSE,1
97,0.243953936434406,1.17213974283668,1.98421695158642,3.17946665656805,3.17946665656805,1.10974853299384,0.896376322417075,1,100,1,no,,,FALSE,FALSE,1
98,0.568764497338503,-0.571783716199645,1.98421695158642,0.080744833355223,0.080744833355223,-0.566079963248779,0.980148772086665,1,100,1,no,,,FALSE,FALSE,1
99,0.117599912767356,-1.57867818277,1.98421695158642,-0.544577628777552,-0.544577628777552,-1.69573514328984,1.15379546447939,1,100,1,no,,,FALSE,FALSE,1
100,0.0128212655156398,-2.53469222962508,1.98421695158642,0.148006109531147,0.148006109531147,-2.55482758702359,1.01595091810974,1,100,1,no,,,TRUE,FALSE,1
101,0.92461359374944,-0.094865265501461,1.98421695158642,-0.949771837486029,-0.949771837486029,-0.102798328927493,1.17424212624752,1,100,1,no,,,FALSE,FALSE,1
102,0.362440753939513,-0.91495054033434,1.98421695158642,0.106224644750214,0.106224644750214,-0.995721414045343,1.1843510746982,1,100,1,no,,,FALSE,FALSE,1
103,0.865990716123318,-0.169192164235378,1.98421695158642,0.524143956939123,0.524143956939123,-0.172714760197766,1.04207365464784,1,100,1,no,,,FALSE,FALSE,1
104,0.555653290937234,0.5913207695169,1.98421695158642,0.736322121054961,0.736322121054961,0.581811834522672,0.968096912380306,1,100,1,no,,,FALSE,FALSE,1
106,0.988261291894782,-0.0147500276106551,1.98421695158642,-0.288418792575101,-0.288418792575101,-0.016144691488214,1.19804694017721,1,100,1,no,,,FALSE,FALSE,1
109,0.995482793072702,-0.00567582457302087,1.98421695158642,0.189822877342801,0.189822877342801,-0.00578464402139082,1.0387124776442,1,100,1,no,,,FALSE,FALSE,1
112,0.0822324377552354,1.75570074193124,1.98421695158642,2.82418628148008,2.82418628148008,1.73742549597185,0.979290170368086,1,100,1,no,,,FALSE,FALSE,1
113,0.0698101468254149,1.83298435937729,1.98421695158642,2.46602393451265,2.46602393451265,2.0560117212912,1.2581535694918,1,100,1,no,,,FALSE,FALSE,1
114,0.0659345305962944,1.85943936882479,1.98421695158642,1.92498848149275,1.92498848149275,2.01617361564452,1.17568725606033,1,100,1,no,,,FALSE,FALSE,1
115,0.445998817548797,-0.765156101241543,1.98421695158642,-0.642394523243647,-0.642394523243647,-0.86138876631382,1.26735509799087,1,100,1,no,,,FALSE,FALSE,1
116,0.833282103199545,-0.211049965866593,1.98421695158642,0.153350440901305,0.153350440901305,-0.201939625019516,0.915529870726503,1,100,1,no,,,FALSE,FALSE,1
117,0.21069341630346,1.25982747966697,1.98421695158642,2.40261874281444,2.40261874281444,1.20411141534113,0.913505556209705,1,100,1,no,,,FALSE,FALSE,1
118,0.5653305763768,0.57687911193867,1.98421695158642,0.976293911732254,0.976293911732254,0.444697816784359,0.594237926480564,1,100,1,no,,,FALSE,FALSE,1
120,0.447121952611842,-0.763262403426272,1.98421695158642,-0.668175931406382,-0.668175931406382,-0.731911893716006,0.919538395669532,1,100,1,no,,,FALSE,FALSE,1
121,0.0044797073169212,-2.90881162241561,1.98421695158642,-2.96292556021551,-2.96292556021551,-2.83196197726276,0.947858791506627,1,100,1,no,,,TRUE,FALSE,1
122,0.0419928504534194,-2.0603010166903,1.98421695158642,-2.52738285333101,-2.52738285333101,-2.0570883541553,0.996883797339092,1,100,1,no,,,TRUE,FALSE,1
123,0.126232215297608,-1.54213121526501,1.98421695158642,-0.535872898307806,-0.535872898307806,-1.32974248011999,0.743519614280532,1,100,1,no,,,FALSE,FALSE,1
124,0.481734525836196,0.706180448563411,1.98421695158642,0.622907940063768,0.622907940063768,0.702845992520835,0.990578658186001,1,100,1,no,,,FALSE,FALSE,1
125,0.00444452043929737,-2.91149037675211,1.98421695158642,-1.9388958774349,-1.9388958774349,-2.90834123223125,0.997837917344846,1,100,1,no,,,TRUE,FALSE,1
127,0.122871548698749,1.55611642591029,1.98421695158642,1.84905457589107,1.84905457589107,1.50299255049214,0.932887947072572,1,100,1,no,,,FALSE,FALSE,1
128,0.330473503824986,0.977968846379605,1.98421695158642,0.966172563038072,0.966172563038072,0.913887290884181,0.873243245012923,1,100,1,no,,,FALSE,FALSE,1
129,0.444952043525586,0.766923532106763,1.98421695158642,2.0405690651317,2.0405690651317,0.837855437244304,1.19353197174808,1,100,1,no,,,FALSE,FALSE,1
131,0.216301768486973,-1.24436901606939,1.98421695158642,-3.05327680814485,-3.05327680814485,-1.22311205386035,0.966126766794984,1,100,1,no,,,FALSE,FALSE,1
132,0.246215515675146,1.16649788749479,1.98421695158642,-0.0686179603366848,-0.0686179603366848,1.1025491145109,0.893363030421397,1,100,1,no,,,FALSE,FALSE,1
134,0.764976753114249,0.299775699295092,1.98421695158642,-0.175985554954598,-0.175985554954598,0.27811387086104,0.86070128228149,1,100,1,no,,,FALSE,FALSE,1
135,0.0128933531819928,-2.53259679025593,1.98421695158642,-1.22242545695934,-1.22242545695934,-2.30270609645869,0.826694250657919,1,100,1,no,,,TRUE,FALSE,1
136,0.258320370832745,-1.13690978400386,1.98421695158642,-2.54677246556721,-2.54677246556721,-1.00337576029539,0.778888339577504,1,100,1,no,,,FALSE,FALSE,1
137,0.112894434259806,1.59950798204935,1.98421695158642,0.814069751618351,0.814069751618351,1.52125761989953,0.904550274624597,1,100,1,no,,,FALSE,FALSE,1
138,0.612344934310132,-0.508341249869602,1.98421695158642,-0.116470226769196,-0.116470226769196,-0.487925084695294,0.921288367311008,1,100,1,no,,,FALSE,FALSE,1
139,0.259522458504569,-1.13402535343317,1.98421695158642,0.999668650965551,0.999668650965551,-1.13142867021114,0.995425657317533,1,100,1,no,,,FALSE,FALSE,1
140,0.768040548005627,0.295749871393922,1.98421695158642,1.84388719172722,1.84388719172722,0.283143913177391,0.916569351164888,1,100,1,no,,,FALSE,FALSE,1
141,0.96811713360457,-0.0400711094644678,1.98421695158642,0.566022577883879,0.566022577883879,-0.0414377320138762,1.06937301482332,1,100,1,no,,,FALSE,FALSE,1
142,0.0555117621552332,1.93767910826968,1.98421695158642,3.26127493930024,3.26127493930024,1.68532486468816,0.756490612168431,1,100,1,no,,,FALSE,FALSE,1
143,0.561831150114958,-0.582087267134951,1.98421695158642,-1.16631574239935,-1.16631574239935,-0.561431698937485,0.930288517379785,1,100,1,no,,,FALSE,FALSE,1
146,0.121800198203953,1.56063848999687,1.98421695158642,1.80798392662818,1.80798392662818,1.75887822736905,1.27018482082274,1,100,1,no,,,FALSE,FALSE,1
147,0.283989647074827,1.07724311039214,1.98421695158642,0.305829396450422,0.305829396450422,1.07509478496624,0.996015415233673,1,100,1,no,,,FALSE,FALSE,1
148,0.434634208633974,-0.78447555996851,1.98421695158642,0.134053970245748,0.134053970245748,-0.744332360668595,0.90027453501235,1,100,1,no,,,FALSE,FALSE,1
150,0.781970013688922,-0.277506325669369,1.98421695158642,-0.583535833255598,-0.583535833255598,-0.254676280013755,0.842230996944002,1,100,1,no,,,FALSE,FALSE,1
151,0.664295983011704,-0.435294805795445,1.98421695158642,-0.681745196586077,-0.681745196586077,-0.416684207971087,0.916319888254372,1,100,1,no,,,FALSE,FALSE,1
153,0.949700114096446,-0.0632435115856753,1.98421695158642,1.13878390861583,1.13878390861583,-0.0627193450940381,0.983492557104339,1,100,1,no,,,FALSE,FALSE,1
155,0.0375356006977455,-2.10823359007988,1.98421695158642,-2.94300244189656,-2.94300244189656,-2.34057121096159,1.23255486617591,1,100,1,no,,,TRUE,FALSE,1
156,0.0174395981509965,-2.41788526520921,1.98421695158642,-1.99972585198133,-1.99972585198133,-2.23290355864718,0.852841949902274,1,100,1,no,,,TRUE,FALSE,1
158,0.725793311372264,0.351723296494972,1.98421695158642,-0.626343525681314,-0.626343525681314,0.318079080270407,0.817839239837549,1,100,1,no,,,FALSE,FALSE,1
160,0.0519595624107282,1.96719418172755,1.98421695158642,2.50130720525381,2.50130720525381,2.03394324428554,1.06901351960858,1,100,1,no,,,FALSE,FALSE,1
163,0.136775716480576,1.50008156101246,1.98421695158642,2.60703551253034,2.60703551253034,1.40735903014806,0.880197362008895,1,100,1,no,,,FALSE,FALSE,1
164,0.173682964278669,-1.37033102961274,1.98421695158642,-1.17985141607536,-1.17985141607536,-1.3310006729337,0.943421058727772,1,100,1,no,,,FALSE,FALSE,1
165,0.0199044878697229,-2.36648157676961,1.98421695158642,-2.44034758380601,-2.44034758380601,-2.22076277991507,0.880639344208756,1,100,1,no,,,TRUE,FALSE,1
166,4.6810912595619e-06,-4.84533810882014,1.98421695158642,-3.96990388702739,-3.96990388702739,-4.96130861869262,1.0484417609288,1,100,1,no,,,TRUE,FALSE,1
167,0.000588957688795783,-3.55114606414464,1.98421695158642,-3.59892237514238,-3.59892237514238,-3.75206543735298,1.11635863580933,1,100,1,no,,,TRUE,FALSE,1
168,0.306314286131176,-1.02830059740224,1.98421695158642,0.321959602601589,0.321959602601589,-1.03396923803465,1.01105564891381,1,100,1,no,,,FALSE,FALSE,1
169,0.000461253203044009,-3.62325629796672,1.98421695158642,-2.153897043835,-2.153897043835,-3.69173228008994,1.03815520670442,1,100,1,no,,,TRUE,FALSE,1
170,0.317381602902963,-1.00492768387539,1.98421695158642,0.597042908376114,0.597042908376114,-0.996606678868245,0.983508156187371,1,100,1,no,,,FALSE,FALSE,1
171,0.00103959269427444,-3.3796257068665,1.98421695158642,-3.02564568811331,-3.02564568811331,-3.50647858895251,1.07647803577711,1,100,1,no,,,TRUE,FALSE,1
174,0.632602053325551,-0.479554310989118,1.98421695158642,2.38707321036504,2.38707321036504,-0.458452966031731,0.913932191293276,1,100,1,no,,,FALSE,FALSE,1
175,0.399609433214488,0.845970318535805,1.98421695158642,2.01705714256976,2.01705714256976,0.830982084708267,0.964879479436663,1,100,1,no,,,FALSE,FALSE,1
176,0.514272186732503,0.654554907871758,1.98421695158642,1.35143322028195,1.35143322028195,0.646377752571906,0.975170675994955,1,100,1,no,,,FALSE,FALSE,1
178,0.351018432061291,0.937039723463233,1.98421695158642,2.36001123877728,2.36001123877728,1.02579199256483,1.19840222027946,1,100,1,no,,,FALSE,FALSE,1
180,0.385583087103795,0.871512292720154,1.98421695158642,1.01229241591824,1.01229241591824,0.905997433581873,1.0807043521601,1,100,1,no,,,FALSE,FALSE,1
181,6.01190234575961e-06,-4.78362865557553,1.98421695158642,-4.53692182111651,-4.53692182111651,-4.75248231554405,0.987020337521577,1,100,1,no,,,TRUE,FALSE,1
182,0.821698971072312,0.225959230631433,1.98421695158642,-1.03211324046119,-1.03211324046119,0.225117532055269,0.992563871726818,1,100,1,no,,,FALSE,FALSE,1
183,0.11622534934649,1.58469314386433,1.98421695158642,1.56589744634854,1.56589744634854,1.51722545120076,0.916663377303223,1,100,1,no,,,FALSE,FALSE,1
184,0.00649394955531169,-2.78068920592492,1.98421695158642,-3.14601463980475,-3.14601463980475,-2.93645588518683,1.11517252104279,1,100,1,no,,,TRUE,FALSE,1
186,0.632209541659845,-0.480108236194331,1.98421695158642,-0.843844718774212,-0.843844718774212,-0.464794504722654,0.937224551591892,1,100,1,no,,,FALSE,FALSE,1
188,0.711018025077672,-0.371555265336267,1.98421695158642,0.533351407691498,0.533351407691498,-0.350175079142469,0.888226305000972,1,100,1,no,,,FALSE,FALSE,1
189,0.108460886476122,-1.61977959521432,1.98421695158642,-1.89526838348718,-1.89526838348718,-1.6849869754692,1.08213451441853,1,100,1,no,,,FALSE,FALSE,1
192,0.0033142249510378,-3.01000337563934,1.98421695158642,-1.42301356742768,-1.42301356742768,-2.77896140707788,0.852375711150474,1,100,1,no,,,TRUE,FALSE,1
193,0.0510270481498156,-1.97522561992117,1.98421695158642,-0.970097895361413,-0.970097895361413,-2.06836572658716,1.09653183665883,1,100,1,no,,,FALSE,FALSE,1
194,0.378010044852675,-0.885542388596981,1.98421695158642,-0.278180075010382,-0.278180075010382,-0.850205740503326,0.921784405935263,1,100,1,no,,,FALSE,FALSE,1
197,0.707585643283321,0.376183229295154,1.98421695158642,0.525244028299136,0.525244028299136,0.362221062406926,0.927146876497233,1,100,1,no,,,FALSE,FALSE,1
198,0.0517376735820792,1.96909406627847,1.98421695158642,2.29105385038338,2.29105385038338,2.09141001028959,1.12809438572243,1,100,1,no,,,FALSE,FALSE,1
199,0.673500740950012,0.422603916294891,1.98421695158642,-0.498401301288512,-0.498401301288512,0.414872971153017,0.963747464448343,1,100,1,no,,,FALSE,FALSE,1
200,0.400511699476332,0.844346257901767,1.98421695158642,0.351907173353582,0.351907173353582,0.765689073637977,0.822363324653707,1,100,1,no,,,FALSE,FALSE,1
201,0.932686970171273,-0.084679789656291,1.98421695158642,-0.85682582302904,-0.85682582302904,-0.0831869399574508,0.96505209284306,1,100,1,no,,,FALSE,FALSE,1
202,0.689976723145819,-0.400056606357239,1.98421695158642,0.441260367531294,0.441260367531294,-0.368691707145951,0.849344434756655,1,100,1,no,,,FALSE,FALSE,1
203,0.00116146096408938,-3.34548915714592,1.98421695158642,-2.92528989609896,-2.92528989609896,-3.37174845115241,1.01575993794899,1,100,1,no,,,TRUE,FALSE,1
206,0.629404177834919,-0.484071595091216,1.98421695158642,0.870982566570498,0.870982566570498,-0.500449125962543,1.06881040105888,1,100,1,no,,,FALSE,FALSE,1
208,0.0726007001952947,1.81468430987478,1.98421695158642,0.818410192282448,0.818410192282448,1.74903282891114,0.928953026140552,1,100,1,no,,,FALSE,FALSE,1
210,0.210947219715634,1.25912143723129,1.98421695158642,1.06729816345824,1.06729816345824,1.20675716355734,0.918553666264969,1,100,1,no,,,FALSE,FALSE,1
214,0.000133696422337869,-3.9753303541955,1.98421695158642,-1.81870868541925,-1.81870868541925,-3.79466990547868,0.911174498481814,1,100,1,no,,,TRUE,FALSE,1
215,0.41908651364944,0.811393018587426,1.98421695158642,0.969205254323503,0.969205254323503,0.826327119796399,1.03714978001556,1,100,1,no,,,FALSE,FALSE,1
216,0.816486550008654,0.232684793669025,1.98421695158642,-0.402400987679878,-0.402400987679878,0.243818835750233,1.09799029533082,1,100,1,no,,,FALSE,FALSE,1
217,0.432594360158111,0.787974354390425,1.98421695158642,0.340424960162261,0.340424960162261,0.664086285234009,0.710272264784438,1,100,1,no,,,FALSE,FALSE,1
220,0.782813958454112,0.276404054376813,1.98421695158642,-0.0179010577483687,-0.0179010577483687,0.245647234398217,0.789832390387776,1,100,1,no,,,FALSE,FALSE,1
221,0.319461050465692,1.00059710279922,1.98421695158642,2.65065508724534,2.65065508724534,1.05423987820108,1.11009564257391,1,100,1,no,,,FALSE,FALSE,1
222,0.165908115315378,1.39576389080688,1.98421695158642,2.13245346891351,2.13245346891351,1.53581346716082,1.21074595168022,1,100,1,no,,,FALSE,FALSE,1
223,0.813089940322166,0.23707312934949,1.98421695158642,0.972261355414726,0.972261355414726,0.271975013560381,1.31611351652553,1,100,1,no,,,FALSE,FALSE,1
225,4.05443154854795e-07,-5.4284354641326,1.98421695158642,-2.77967277740437,-2.77967277740437,-4.72548544184395,0.757780631796832,1,100,1,no,,,TRUE,FALSE,1
226,0.890019329708925,0.138636097937933,1.98421695158642,-0.202369159718248,-0.202369159718248,0.147426128019714,1.13082725304371,1,100,1,no,,,FALSE,FALSE,1
228,0.311749598326951,1.0167524502173,1.98421695158642,1.17889725517371,1.17889725517371,0.855858440224218,0.708554760926566,1,100,1,no,,,FALSE,FALSE,1
231,0.788173336726681,-0.26941204590268,1.98421695158642,0.751904558111624,0.751904558111624,-0.304641199229375,1.27862518015495,1,100,1,no,,,FALSE,FALSE,1
232,0.116053604789113,1.58544866269034,1.98421695158642,2.06929140591312,2.06929140591312,1.45807886282628,0.845780485266115,1,100,1,no,,,FALSE,FALSE,1
233,0.330607865008277,-0.97769585555838,1.98421695158642,-0.997273099623521,-0.997273099623521,-0.967197082361444,0.978638747935313,1,100,1,no,,,FALSE,FALSE,1
234,0.204638881775187,1.27685886687012,1.98421695158642,0.463408540058829,0.463408540058829,1.19874447499084,0.881388629768838,1,100,1,no,,,FALSE,FALSE,1
235,0.883807212819654,0.146522080791251,1.98421695158642,1.86692232845207,1.86692232845207,0.150673303133207,1.05746612320219,1,100,1,no,,,FALSE,FALSE,1
237,0.0668236697398247,1.85325747516073,1.98421695158642,0.949534724847681,0.949534724847681,1.61807900819637,0.762303522027058,1,100,1,no,,,FALSE,FALSE,1
238,0.00810703179345041,-2.70216077128356,1.98421695158642,-2.64950203526023,-2.64950203526023,-2.76975367125885,1.05065449712739,1,100,1,no,,,TRUE,FALSE,1
239,0.278063365761156,-1.09067505779148,1.98421695158642,0.232881658729566,0.232881658729566,-0.950986001294388,0.760251849029818,1,100,1,no,,,FALSE,FALSE,1
240,0.321742726945504,-0.995866856268546,1.98421695158642,0.0253401494774261,0.0253401494774261,-0.926110530068219,0.864814747685718,1,100,1,no,,,FALSE,FALSE,1
241,0.383355171792526,0.8756218653415,1.98421695158642,2.22732780505838,2.22732780505838,0.856196528858703,0.956122921526512,1,100,1,no,,,FALSE,FALSE,1
243,0.164690851711814,-1.3998275929583,1.98421695158642,-3.0831900256774,-3.0831900256774,-1.34386294500249,0.92163903026542,1,100,1,no,,,FALSE,FALSE,1
244,0.163074450515199,1.40525941764028,1.98421695158642,0.130013426827753,0.130013426827753,1.28100239935105,0.830972932068369,1,100,1,no,,,FALSE,FALSE,1
