study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,signif,affirm,Di,Mu,T2,t2w,se,Nmax,k,k.hacked
12,0.0801246480582915,1.75353216628473,1.96472939098769,0.845570267412192,0.739575305861518,0.867995847760506,0.245023546475963,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
13,0.000172559681932692,3.78475701787643,1.96472939098769,0.727448215219047,0.919205611306169,1.73509827345255,0.210170689680888,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
14,0.976766503775439,0.0291375922337196,1.96472939098769,0.258081375085416,-0.791520837504681,0.0139439162883129,0.229014094317703,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
15,2.58403736772287e-08,5.65800970131058,1.96472939098769,1.92344528245435,2.73200540862697,2.82247447472499,0.248847149611107,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
16,0.118180194698596,1.5651562501578,1.96472939098769,1.0808956275648,0.968977104647932,0.775208965731133,0.245313909749272,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
17,0.711724516267159,0.369751508593888,1.96472939098769,0.566621257943077,0.69469541059984,0.182245934092682,0.24293818736806,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
18,0.000105483208254341,3.90899724601361,1.96472939098769,1.3177220776231,1.9277702622644,1.9656849586767,0.252869878585523,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
19,0.708733481523979,-0.373770956006551,1.96472939098769,0.527910352900244,-0.114260125816353,-0.182699169964107,0.238925248200061,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
20,0.721348380666963,0.356858785049885,1.96472939098769,1.54169760672377,0.808960589820199,0.186611094722931,0.273452649770731,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
21,2.39659602721924e-05,4.26454118995796,1.96472939098769,2.33422254910733,3.23453292370983,2.18684022188415,0.262959871772225,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
22,0.502404388606519,0.671198922057907,1.96472939098769,1.08010723709354,0.581018818275016,0.3358623998611,0.250391898479689,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
23,0.237173479984003,1.18350269679157,1.96472939098769,0.738460784986179,0.775642040452469,0.628526018487812,0.282038253829698,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
24,0.0109598480900621,2.55353325266296,1.96472939098769,1.70789700761247,2.28746026124252,1.27358897118157,0.248757133542404,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
25,0.0533562628232237,1.93661803211921,1.96472939098769,0.713915901947628,1.0127276964132,0.987188516543891,0.259843733084774,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
26,6.31968746996302e-05,4.03488526590398,1.96472939098769,1.24228218883532,1.38123389922292,2.02038811303446,0.250730536334687,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
27,0.0404270207808566,2.05471151198173,1.96472939098769,1.50347054604027,1.00712379592084,1.01726352152224,0.245112372782326,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
28,0.17145488485869,1.36951327250455,1.96472939098769,1.2084639329351,0.636770864965169,0.691810545201785,0.255177197942423,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
29,0.0679381217672025,1.82938749231759,1.96472939098769,0.91946071644947,0.473858617909717,0.911720168425757,0.24837719217834,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
30,0.517989350053628,-0.646907367198042,1.96472939098769,0.794383402897416,0.698301591360515,-0.316649783710604,0.239593039638386,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
31,0.576891122715346,-0.558298290415859,1.96472939098769,1.09684925061368,-0.032767142388892,-0.282060723358951,0.255242291361915,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
32,0.000245163308780268,3.69398007811397,1.96472939098769,0.806733173778969,1.54773812280936,1.82395849685389,0.243803988463807,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
33,0.308685639676642,1.01902342786998,1.96472939098769,0.588886228738139,1.16828594612801,0.539855078770099,0.280663570143023,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
34,4.22879278959116e-07,5.12652396587989,1.96472939098769,1.61933248335244,2.31504998417606,2.5136008210501,0.240406737691338,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
35,0.303856203604881,-1.02925987257249,1.96472939098769,0.887672133468585,-0.819054528832067,-0.514138733542945,0.249522988959952,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
36,0.0194030855734543,2.34528984102357,1.96472939098769,1.07695982606343,1.22876767201352,1.18101051204859,0.253579698871537,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
37,0.000289216446613921,3.65061267303618,1.96472939098769,1.29881211255562,1.05715825700786,1.73827359061166,0.226727787404595,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
38,2.67615183458534e-07,5.21659533060371,1.96472939098769,1.78808466288403,2.23487921613813,2.68356274150021,0.264636174830195,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
39,0.0268722629761416,2.21992841892151,1.96472939098769,1.36404529819904,1.66694681500985,1.06531292682261,0.230290727593493,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
40,0.0230569393200353,2.27952882041344,1.96472939098769,1.47866330093327,1.71985307450707,1.14954546182283,0.254309232801177,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
41,0.939491300447358,0.0759475061177837,1.96472939098769,0.291339617484275,0.112390107109367,0.0372936098471788,0.241124761489329,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
42,0.0275651174732947,2.20990245163055,1.96472939098769,1.6382343398807,1.49269152796577,1.1070413999078,0.250946716459533,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
43,0.584104629255782,-0.547755632688082,1.96472939098769,-0.157876599657761,-0.796056129450367,-0.272184245016633,0.246917722101686,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
44,0.210853164275418,1.25283327448528,1.96472939098769,0.389383292396871,0.561896528984632,0.654399787152082,0.272834785069162,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
45,0.0176976480389233,2.37978255027475,1.96472939098769,1.08512305792464,1.30204072654395,1.20972314261812,0.258402925690021,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
46,0.999960274948954,-4.98129182062516e-05,1.96472939098769,0.641772298092643,0.351475981421449,-2.55602277494744e-05,0.263296731926012,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
47,3.26182285046103e-13,7.48494373016021,1.96472939098769,1.30548490225189,2.49084672134299,3.57471879017877,0.228090231893027,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
48,0.000572856931174068,3.46647413892415,1.96472939098769,1.07394359639201,1.33672533955322,1.81255958677577,0.273406387205357,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
49,0.0191711219003053,2.34982114278751,1.96472939098769,1.3566121084539,1.15187460676046,1.15228266102409,0.240463098856376,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
50,0.0316128227382695,-2.1553397014714,1.96472939098769,-0.364346569523996,-0.0675298607138035,-1.10844205813021,0.264481034339946,0.25,500,1,no,TRUE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
51,0.00665407705637557,2.72509423705209,1.96472939098769,1.20646940293261,1.24560594206992,1.377477818505,0.255508985553433,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
52,0.121620506987871,1.55064601287072,1.96472939098769,1.01700138703196,0.903296334098539,0.776444580754879,0.250723818034009,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
53,0.686442356566597,0.403923043861944,1.96472939098769,0.732732847124312,0.760604782104905,0.201363035629348,0.248520511411412,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
54,0.059312767670891,-1.89018264763464,1.96472939098769,0.0917766469616131,-0.216523805720418,-0.976817378590134,0.267066374801626,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
55,0.0965327554432,1.66503852282256,1.96472939098769,0.968160812647013,0.470053751444107,0.824571128908398,0.245249243999769,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
56,0.0200735073682884,2.33245524653574,1.96472939098769,1.16232614836123,0.988612025679821,1.11444741979781,0.228292964139459,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
57,0.776647046234398,-0.283844810539707,1.96472939098769,0.564315087842064,-0.0695990287220953,-0.145988315301658,0.264529600857321,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
58,0.576628323931105,-0.558683543619133,1.96472939098769,0.883577390092371,0.410426159889933,-0.274824322057842,0.241979498532075,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
59,0.523874147594587,-0.63783425923814,1.96472939098769,0.439793461357339,0.0586583011668969,-0.313783325308973,0.242015977127879,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
60,0.315017285157734,1.00576249407324,1.96472939098769,1.07480437863365,0.30967240717996,0.501453769500922,0.248582715574604,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
61,0.00139525980731157,3.21367284914526,1.96472939098769,1.03496205451532,0.778447119934707,1.61763979486566,0.253372990462443,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
62,0.000419907915996837,3.55114290808436,1.96472939098769,1.2876339012228,1.233336989215,1.82876035113541,0.265202305278368,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
63,2.19250378991441e-07,5.25543338162158,1.96472939098769,1.47313175418816,2.05166045811948,2.60552852681957,0.2457958773097,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
64,0.00187099545510247,3.12669049992589,1.96472939098769,1.5725376509992,0.929090876230288,1.60057791369636,0.262049811354883,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
65,0.00251144884038995,3.03737070984067,1.96472939098769,1.31779099470563,1.32737333031827,1.56723249444848,0.266238742864307,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
66,0.112502263657058,1.58984860011479,1.96472939098769,0.845452356757597,0.691673305821107,0.824315897239251,0.268828812290051,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
67,3.02863289499891e-07,5.1923660748757,1.96472939098769,1.57103782385701,2.49986570049469,2.65144787379219,0.260756762070119,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
68,0.069648528704094,1.81809842929189,1.96472939098769,0.683912983415036,0.967094302153032,0.844649656397689,0.215833292675502,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
69,0.00144815617862551,3.20274857729837,1.96472939098769,1.14035669795187,0.89165465456689,1.61467910204786,0.254171443291968,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
70,0.00378386542337296,2.90931373997071,1.96472939098769,0.773167511223123,1.58611898474242,1.38135219210993,0.225438313272433,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
71,6.44223291296716e-05,4.03022557967812,1.96472939098769,0.739381823149956,1.57386295928949,2.02511166898721,0.252487127803386,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
72,0.852370469123246,-0.186191227259306,1.96472939098769,1.07199875631002,0.281750513455202,-0.0961671804310848,0.266768985263571,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
73,0.0628476194980567,1.86443447859702,1.96472939098769,1.54648466833947,1.37691780735129,0.910085490093254,0.238270419385603,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
74,0.330486881542193,-0.974083811110103,1.96472939098769,0.635419067458871,0.366036405534012,-0.474647909965,0.237438147117211,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
75,5.76692096062875e-05,4.05703104027217,1.96472939098769,0.610626194401874,1.41805435313151,2.04930393585013,0.255150302355459,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
76,0.0100496828753698,2.58398545600281,1.96472939098769,1.07919973142244,0.765795507927676,1.29435490264513,0.250914995106662,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
77,0.000171893094900458,3.78574731283739,1.96472939098769,1.05606518430441,1.8892939658921,1.85239374288502,0.239421620070325,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
78,0.48836392836656,0.693427525773468,1.96472939098769,0.970216218931427,0.792458785446049,0.346999703180879,0.250412527904131,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
79,1.52085163010269e-08,5.7541837087321,1.96472939098769,2.2355075425921,2.29477037945889,2.79278345707076,0.235563002028339,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
80,0.000203211771193907,3.74272181684382,1.96472939098769,0.958525667720179,1.21419675112406,1.83459960621711,0.240274396110106,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
81,0.0193230896606405,2.34684713368594,1.96472939098769,1.01868366848671,0.984695592559272,1.14985258942469,0.240057197262206,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
82,0.0110299135691217,2.55128362282159,1.96472939098769,1.15829785426551,0.932879949148743,1.20517138699473,0.223141394001693,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
83,0.0537867226943661,1.93312070180925,1.96472939098769,1.5123471863338,0.823124292575125,0.965544434584021,0.249474744425755,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
84,0.621383052639522,0.494199100339063,1.96472939098769,0.550066762368245,0.486214435435075,0.24189717649205,0.239583937080196,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
85,0.552173502352233,0.594909691752343,1.96472939098769,1.34561921533548,1.21109401846694,0.299528166879044,0.253497248014366,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
86,0.237837799584179,1.18182559218526,1.96472939098769,0.467329343739372,0.417915970928911,0.591973231606453,0.250898091084455,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
87,0.00274210262777257,3.01029352791975,1.96472939098769,0.825675895556321,1.20538743395529,1.48332448345927,0.24280333104259,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
88,0.0126819439812605,2.50161640544205,1.96472939098769,1.33009833272187,1.0149746851392,1.2654284849455,0.255878490406195,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
89,1.28904835328274e-05,4.40611012344466,1.96472939098769,1.15487887801896,1.65220112443207,2.24664960969423,0.259992005666637,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
90,0.0106918024971186,2.56225958989625,1.96472939098769,0.864157759061137,1.00640628349617,1.27468116917134,0.247489561137811,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
91,0.0252330946799483,2.24457064502564,1.96472939098769,1.30675310784945,0.986315357105288,1.12116080668024,0.249499257258986,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
92,0.381716637872311,0.875511948739345,1.96472939098769,1.47957859982746,1.4788860458358,0.447282360719275,0.260999327113208,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
93,0.735006174959538,-0.338662863170482,1.96472939098769,0.277402919812661,-0.448837633354373,-0.172103371113509,0.258251946186629,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
94,0.00151616412908717,3.18923309908751,1.96472939098769,1.85451359652866,2.37807601797155,1.494420010421,0.219569909510675,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
95,0.00399384474343681,2.89209858510144,1.96472939098769,0.270945040559984,0.582636481071239,1.44968566726234,0.251258929041793,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
96,0.303969080110193,1.02901938947372,1.96472939098769,0.404523171757675,0.496871364679515,0.508317928151208,0.244019053630225,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
97,0.662570096426253,-0.436627889355497,1.96472939098769,0.983186779014904,-0.423605848686121,-0.21233286279042,0.23648929425995,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
98,0.00466870312068493,2.84186046821559,1.96472939098769,0.821607052858593,0.380766420436874,1.41579244240034,0.24819537124875,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
99,8.82548894207857e-05,3.95319891949296,1.96472939098769,1.07456194233945,1.53861533589333,1.98723278392653,0.252697037497663,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
100,0.0207170521053054,2.32048343183015,1.96472939098769,0.826706344027747,0.534109791471582,1.15156093341369,0.246273057535486,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
101,0.186499663997553,-1.32282440078065,1.96472939098769,0.304442868799253,-0.445047955194049,-0.687334203170688,0.269979952799203,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
102,0.816971103316423,-0.23156463436427,1.96472939098769,0.374727470756895,0.405948933432238,-0.112074829697207,0.23424574453767,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
103,1.46072525162335e-06,4.875552006857,1.96472939098769,1.39477183753867,1.96895680172663,2.3193831873921,0.226306705722182,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
104,0.679018169912982,0.414046213533999,1.96472939098769,0.199566459921331,0.0455773303864459,0.200476581951346,0.234438893856206,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
105,0.151181866708864,1.43757353907701,1.96472939098769,0.875628692600491,0.469973357147345,0.66645640217438,0.214923224669471,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
106,0.189703454158109,1.31324646641011,1.96472939098769,0.666092239237431,0.743916169395343,0.692935629207672,0.278415431516775,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
107,0.000249515672099225,3.68938227240012,1.96472939098769,1.85302262473478,2.12747955574307,1.87448738961699,0.258141442718703,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
108,0.326175864811694,0.982812773813425,1.96472939098769,0.149940619490125,-0.107394302219735,0.481639050291188,0.24016062096661,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
109,0.00519481909212479,2.80708473924745,1.96472939098769,1.38979526773342,1.30351960175792,1.37332470993109,0.239351096991131,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
110,0.000120726099456744,3.8752599394078,1.96472939098769,1.62497749042366,1.66484969597077,1.97949765728996,0.260920562758996,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
111,0.423478676874211,0.80105911121684,1.96472939098769,1.45068283264008,1.19042947456215,0.41063471824738,0.262773884753357,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
112,0.265435316246518,1.11488743749556,1.96472939098769,1.13072079735694,0.605350205203958,0.567028529010675,0.258671020596991,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
113,1.74930890280514e-06,4.83814526827597,1.96472939098769,1.44106200676746,1.81596376022557,2.46762397505138,0.260135817849848,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
114,0.570998343268394,0.56695698610568,1.96472939098769,1.29131241687864,0.4943519356206,0.264170243418624,0.217103872748171,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
115,0.167727942402017,1.38155072102121,1.96472939098769,0.923275152710104,1.56160698644416,0.662522371384638,0.229968010283683,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
116,0.234552775346949,1.19015146318811,1.96472939098769,1.31451102863253,0.830749496601539,0.591446377655799,0.246959810263798,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
117,0.014755821488879,2.44682976472691,1.96472939098769,0.95187559498358,1.67048716629363,1.33002830575537,0.295470588888347,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
118,0.586717560192562,0.543951844397345,1.96472939098769,0.275516546919606,0.0820669298353456,0.254082699652157,0.218187207042787,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
119,1.48387772173712e-05,4.37431693227374,1.96472939098769,1.76555553149332,1.85276078921032,2.14496073079515,0.240446356087676,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
120,0.0262401042746939,2.22927333692448,1.96472939098769,0.205146958189097,-0.120401869488606,1.07916856646112,0.234342970356568,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
121,8.30374823393358e-11,6.63815412130677,1.96472939098769,1.54546060772413,2.11854984458471,3.24994792288006,0.239694539788783,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
122,0.00149051559307746,3.19426325103236,1.96472939098769,1.11152836331549,1.57005506181769,1.61754427990649,0.256431248154272,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
123,1.11152200764747e-06,4.93178282553111,1.96472939098769,0.84297210815757,1.95970130524699,2.54889942951056,0.267114529881343,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
124,0.000388419928445139,3.57212849755663,1.96472939098769,1.23831072923673,1.98960578795388,1.79288219716221,0.251912294441793,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
125,0.203387681840738,1.27362950459714,1.96472939098769,1.27755357202341,0.922305957234379,0.617936605260967,0.235397378915757,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
126,0.0560556491278096,-1.91506445281503,1.96472939098769,-0.00919537402733583,-0.453728434944942,-0.936053861184267,0.238910307933949,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
127,0.17241952257789,1.36642971541523,1.96472939098769,1.29173160099106,1.80209167174079,0.6711556390243,0.241252538100716,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
128,7.61950695727207e-07,5.0086286363272,1.96472939098769,1.18820503309095,1.35593878769633,2.46173109408594,0.241570310810909,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
129,0.73925603145908,0.333024009545907,1.96472939098769,1.02042945459359,1.13117216626972,0.162600919866698,0.238393772172278,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
130,0.00258886337869129,3.02803734799832,1.96472939098769,1.24769171240474,1.50383984759545,1.48819964138439,0.241546047929659,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
131,0.802727515754314,0.249951766957207,1.96472939098769,0.418843359517927,0.314676678745744,0.120946297793358,0.234138448161738,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
132,0.0367059506088049,2.0946483891898,1.96472939098769,1.0331761624509,0.620764849692246,1.00412151519495,0.229800135965371,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
133,0.38680083411251,-0.866192593211848,1.96472939098769,0.861705924774344,1.04088909120888,-0.430144421313777,0.246603739519493,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,2000,0
134,0.00132144644627618,3.22957530821365,1.96472939098769,1.06620721189844,1.66912837674164,1.5587368697545,0.232945746231107,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
135,0.0391075363499363,2.06850034300166,1.96472939098769,0.808191101697984,1.57829822905715,1.04293833754437,0.254217866495349,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,2000,0
