study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,rhoEmp,covEmp,signif,affirm,Di,sei
19,0.46922758385199,0.724289300277267,1.96472939098769,-0.367671736074838,0.256070092732327,0.369113178966906,0.259713762722368,0.25,500,1,no,,,FALSE,FALSE,1,0.509621195322926
20,0.86968657703376,-0.164141041054634,1.96472939098769,0.754699074678296,-0.0252715237656425,-0.0808419908451461,0.242571421359796,0.25,500,1,no,,,FALSE,FALSE,1,0.492515402154893
22,0.263079796415213,1.12040584942521,1.96472939098769,-0.12489835871984,0.14639624900991,0.535358668737147,0.228317364994562,0.25,500,1,no,,,FALSE,FALSE,1,0.477825663809053
23,0.0796499844079712,1.75630357352433,1.96472939098769,0.326926328112217,1.28593641340318,0.858668468953189,0.239029697069429,0.25,500,1,no,,,FALSE,FALSE,1,0.488906634307031
24,0.392344316038017,0.856116384841399,1.96472939098769,0.784385220462899,0.497491921939676,0.431627219867943,0.254186237150139,0.25,500,1,no,,,FALSE,FALSE,1,0.504168857774991
25,0.127687051276637,1.52582477487209,1.96472939098769,0.375450176199404,0.151932532941586,0.80884813625056,0.281011862708372,0.25,500,1,no,,,FALSE,FALSE,1,0.530105520352667
26,0.118401872522272,1.56421134073985,1.96472939098769,-0.560022570149062,0.72544817027386,0.767205604229977,0.240565127904047,0.25,500,1,no,,,FALSE,FALSE,1,0.490474390670957
27,0.0812608287975791,1.74695231063336,1.96472939098769,0.105600072209132,0.425333846823837,0.854615276377485,0.239320115760452,0.25,500,1,no,,,FALSE,FALSE,1,0.489203552481431
28,0.176696172883363,1.35291269378849,1.96472939098769,0.199323509542589,0.598649796119049,0.660077540663387,0.238040234164656,0.25,500,1,no,,,FALSE,FALSE,1,0.487893670961876
29,0.851671985927986,-0.187082503541294,1.96472939098769,-0.197723233543687,0.552918587382424,-0.0939602606827809,0.252244717485378,0.25,500,1,no,,,FALSE,FALSE,1,0.502239701223806
30,0.0552285407509482,-1.9215746218254,1.96472939098769,-0.0524127798640861,-0.947240426679007,-0.931991873570627,0.235239226321869,0.25,500,1,no,,,FALSE,FALSE,1,0.485014666089459
31,0.420957503374628,-0.805426014402821,1.96472939098769,-0.403124153075485,-0.845775845061757,-0.390431381661656,0.234983912078289,0.25,500,1,no,,,FALSE,FALSE,1,0.484751392033369
32,0.0329659285617785,-2.13844093923561,1.96472939098769,-0.543452629531799,-0.741556458706945,-1.12069295174971,0.274649467204683,0.25,500,1,no,,,TRUE,FALSE,1,0.524070097605924
33,0.843427479211167,-0.197614092965094,1.96472939098769,-0.362953697839306,0.144929795861875,-0.101387321635266,0.263227630332405,0.25,500,1,no,,,FALSE,FALSE,1,0.513057141391098
34,0.264741876573798,1.11650846948104,1.96472939098769,0.0688872769945097,0.0952267966124748,0.535598675226189,0.230120306922832,0.25,500,1,no,,,FALSE,FALSE,1,0.479708564571066
35,0.766457012490338,0.297174424972752,1.96472939098769,0.00189698575352799,0.522514791821418,0.149942923710522,0.254582816928835,0.25,500,1,no,,,FALSE,FALSE,1,0.50456200503886
36,0.937914014335573,0.0779312065055936,1.96472939098769,-0.1096819344958,0.284665642683887,0.038565765406075,0.244895672273196,0.25,500,1,no,,,FALSE,FALSE,1,0.494869348690335
37,0.780884549122819,-0.278316695429693,1.96472939098769,-0.143721100687929,0.230837936412682,-0.133904491655732,0.231479092891103,0.25,500,1,no,,,FALSE,FALSE,1,0.481122742022348
38,0.377290574771774,0.883687321272672,1.96472939098769,-0.220961099658279,-0.155060492859689,0.436918654483642,0.244457815827247,0.25,500,1,no,,,FALSE,FALSE,1,0.494426754764796
39,0.00527322353144971,-2.80217837323155,1.96472939098769,-0.717677147031558,-1.29715441868125,-1.50880735547916,0.28991856829629,0.25,500,1,no,,,TRUE,FALSE,1,0.538440867966288
40,0.443521904585971,0.766869268190751,1.96472939098769,-0.513685954325114,-0.427399812026354,0.393990210950235,0.26395396790899,0.25,500,1,no,,,FALSE,FALSE,1,0.513764506275969
41,0.0169428637782832,-2.39598938702436,1.96472939098769,-0.540349688988438,-0.532655513039212,-1.1851309341026,0.244659953167526,0.25,500,1,no,,,TRUE,FALSE,1,0.494631128385108
43,0.000202568281000526,-3.74354095873441,1.96472939098769,-1.06583936426081,-1.16516321496313,-1.85619903233101,0.24585775152738,0.25,500,1,no,,,TRUE,FALSE,1,0.495840449668419
44,0.125402757731267,1.53506044463652,1.96472939098769,-0.0530257285256208,0.801347463965804,0.762629984534694,0.246817978598397,0.25,500,1,no,,,FALSE,FALSE,1,0.496807788383392
45,0.369981359774894,0.897319145170407,1.96472939098769,0.372258892625497,0.927745582770182,0.432792388926695,0.232629807585436,0.25,500,1,no,,,FALSE,FALSE,1,0.482317123462806
46,0.606728227692123,0.515075672559212,1.96472939098769,0.510359100877149,0.569356232406175,0.245476753325952,0.22713217765843,0.25,500,1,no,,,FALSE,FALSE,1,0.476583862146454
47,0.472703818991206,0.718632370246993,1.96472939098769,-0.0856238626872455,0.26791319143716,0.338118226222609,0.221372470829738,0.25,500,1,no,,,FALSE,FALSE,1,0.470502360068191
48,0.591052290322702,-0.537658842428706,1.96472939098769,-0.00188810680824249,-0.222876101800838,-0.273850069815396,0.259425179923563,0.25,500,1,no,,,FALSE,FALSE,1,0.509337982015442
49,0.334182415641283,-0.966659742582118,1.96472939098769,-0.347492124177039,-0.0302431136693147,-0.456606936464371,0.223119611295322,0.25,500,1,no,,,FALSE,FALSE,1,0.472355386647937
51,0.508769691089883,0.66123048987393,1.96472939098769,0.432533168772463,0.0445380140058043,0.336570465894854,0.259087383875174,0.25,500,1,no,,,FALSE,FALSE,1,0.509006270958594
52,0.283665569182138,1.0732770617619,1.96472939098769,0.408565791376438,0.217944362732671,0.570620539246455,0.282664393114288,0.25,500,1,no,,,FALSE,FALSE,1,0.531661916178212
53,0.0664330335074988,1.83951701004274,1.96472939098769,-0.255227998395782,0.567761942669152,0.925421392660822,0.253087941348992,0.25,500,1,no,,,FALSE,FALSE,1,0.503078464405894
54,0.00231282339747378,-3.06258314116034,1.96472939098769,0.207593893703096,-0.0892211902926577,-1.61581952420694,0.278361987031832,0.25,500,1,no,,,TRUE,FALSE,1,0.527600215155218
55,0.0942635905669689,-1.67651548896105,1.96472939098769,-0.828097115866205,-0.380312667188254,-0.812469966943669,0.234854827759018,0.25,500,1,no,,,FALSE,FALSE,1,0.48461822887611
56,0.373378928754121,0.890962014622201,1.96472939098769,0.584724799278803,0.697938418621904,0.470899871408651,0.27934362611502,0.25,500,1,no,,,FALSE,FALSE,1,0.528529683286587
57,0.000209915244457911,-3.73433089722419,1.96472939098769,-0.805199904160241,-1.49614303170306,-1.79452506531557,0.230926334316591,0.25,500,1,no,,,TRUE,FALSE,1,0.480547952151074
58,0.88692464496143,-0.142269392643827,1.96472939098769,-0.365844984931851,-0.195857897689654,-0.0703690935365076,0.244647599267633,0.25,500,1,no,,,FALSE,FALSE,1,0.494618640234709
59,0.174105456931618,1.36107139546763,1.96472939098769,0.565125716402412,0.545144240691741,0.656030716880962,0.232319965924949,0.25,500,1,no,,,FALSE,FALSE,1,0.481995815256677
60,0.662583922520781,-0.436608815079136,1.96472939098769,0.0663974601229409,-0.994847214135656,-0.203385795020517,0.216998251872686,0.25,500,1,no,,,FALSE,FALSE,1,0.465830711603139
62,0.891439377725811,-0.136552778490735,1.96472939098769,0.284273704975944,-0.0894477800620672,-0.0698562840848949,0.261703708996211,0.25,500,1,no,,,FALSE,FALSE,1,0.51156984762221
63,0.978850588771596,-0.0265232550728221,1.96472939098769,-0.123302657005024,0.187685243681691,-0.0126507295618713,0.227497956419039,0.25,500,1,no,,,FALSE,FALSE,1,0.476967458448728
64,0.445450494564284,0.76362691691342,1.96472939098769,-0.14222655731541,-0.0984479302105768,0.387541857475369,0.25755784122313,0.25,500,1,no,,,FALSE,FALSE,1,0.507501567705096
65,0.169376568916027,1.376201353411,1.96472939098769,0.221849260432135,1.03669631465893,0.660799579612981,0.230555536025615,0.25,500,1,no,,,FALSE,FALSE,1,0.48016198935944
66,0.0130969636747472,-2.4900472131694,1.96472939098769,0.150044949194977,-0.394649035018395,-1.2168411058789,0.238810039681547,0.25,500,1,no,,,TRUE,FALSE,1,0.488681941227162
69,0.647926271959347,0.456921551687731,1.96472939098769,0.133901670435568,-0.117496604009544,0.228945032604729,0.251060947960026,0.25,500,1,no,,,FALSE,FALSE,1,0.501059824731564
70,0.4743161399346,0.716016420771986,1.96472939098769,0.280508529145399,-0.213787853528762,0.357550993426549,0.249361851226712,0.25,500,1,no,,,FALSE,FALSE,1,0.499361443472273
71,0.563602260465312,0.577885262829884,1.96472939098769,0.688654814049763,0.540553560177537,0.308116141908691,0.284279579137186,0.25,500,1,no,,,FALSE,FALSE,1,0.533178749705187
73,0.328431931992456,0.978235382954573,1.96472939098769,-0.0336868163550957,0.234872161096917,0.513537905711992,0.275586714168095,0.25,500,1,no,,,FALSE,FALSE,1,0.524963536036642
74,0.000742255477169359,-3.39451813057406,1.96472939098769,-1.59643065156172,-1.64033807016268,-1.73661373452279,0.261728006689093,0.25,500,1,no,,,TRUE,FALSE,1,0.511593595238538
75,0.0853498299037076,1.72387473608076,1.96472939098769,0.507751548259477,-0.299424912939851,0.867174682542657,0.253047336276774,0.25,500,1,no,,,FALSE,FALSE,1,0.503038106187567
76,0.0137146091462992,-2.47341776258555,1.96472939098769,-0.165619423036464,-0.730229417442661,-1.28533130298683,0.270044426592408,0.25,500,1,no,,,TRUE,FALSE,1,0.519657990020752
78,0.102433515874162,1.63617489481586,1.96472939098769,0.759737738330954,0.764262274232301,0.872554341803612,0.284397332432959,0.25,500,1,no,,,FALSE,FALSE,1,0.533289163993568
79,0.138961444958191,1.48203780636553,1.96472939098769,0.291456586579114,0.819716651968448,0.724364836784143,0.238889001344084,0.25,500,1,no,,,FALSE,FALSE,1,0.488762724994536
80,0.0333151461317083,-2.13417647190737,1.96472939098769,-0.172965010101065,-0.934566532129489,-1.10470372206928,0.267935944188367,0.25,500,1,no,,,TRUE,FALSE,1,0.517625293227028
81,0.104338967433669,-1.62713832665137,1.96472939098769,-0.765581969372576,-0.890738151554883,-0.826515993319527,0.258020120503808,0.25,500,1,no,,,FALSE,FALSE,1,0.507956809683469
83,0.0723218201815622,1.80090299917999,1.96472939098769,0.889482510408139,0.882242869675929,0.881683905446296,0.239687388464592,0.25,500,1,no,,,FALSE,FALSE,1,0.489578786779607
84,0.439669597333447,0.773370068578489,1.96472939098769,0.384974767501414,-0.0716096315239534,0.399467727826916,0.266801753238191,0.25,500,1,no,,,FALSE,FALSE,1,0.516528559944357
85,0.0882045543676099,1.70828939087528,1.96472939098769,0.869135047724201,1.35054434296147,0.825918580210283,0.233749981441186,0.25,500,1,no,,,FALSE,FALSE,1,0.483476970952274
86,0.79826131618264,-0.255734395345726,1.96472939098769,0.146107213858895,-0.0196070246248476,-0.1223057856916,0.228726096258782,0.25,500,1,no,,,FALSE,FALSE,1,0.478253171718476
87,0.365024762164221,-0.906658974499183,1.96472939098769,-0.313191256194164,-0.335072412352202,-0.455972021447105,0.25292307930686,0.25,500,1,no,,,FALSE,FALSE,1,0.502914584504029
88,0.866722828864885,0.167909088960254,1.96472939098769,-0.552840804086006,0.579631332494216,0.0825161278786947,0.241506748002352,0.25,500,1,no,,,FALSE,FALSE,1,0.491433360693341
89,0.454540134897166,0.748452081454754,1.96472939098769,0.169271250756659,0.632054009135924,0.394365544239198,0.277632258567988,0.25,500,1,no,,,FALSE,FALSE,1,0.52690820696587
90,0.66616422365736,0.431674811833395,1.96472939098769,0.381400119912342,0.547014481634766,0.226553473769052,0.275440649992766,0.25,500,1,no,,,FALSE,FALSE,1,0.524824399197262
91,0.853476273894728,-0.184780504473118,1.96472939098769,-0.1974626919691,-0.405292983694344,-0.0958940937570148,0.269321746147271,0.25,500,1,no,,,FALSE,FALSE,1,0.518962181808338
92,0.0739462103292507,1.79070790453783,1.96472939098769,0.172378370789635,0.92884981903787,0.913169311907631,0.260047758594954,0.25,500,1,no,,,FALSE,FALSE,1,0.509948780364218
93,0.0129848887619211,-2.49313901166904,1.96472939098769,-0.433804073135162,-1.33496199422821,-1.249339764613,0.251112387615261,0.25,500,1,no,,,TRUE,FALSE,1,0.501111152954373
94,0.710436319406001,0.371481891041547,1.96472939098769,0.19784465142815,0.637547453150024,0.176898254353166,0.226762793898932,0.25,500,1,no,,,FALSE,FALSE,1,0.476196171655057
96,0.161512854466555,-1.40208084782578,1.96472939098769,0.0946033453473311,0.00712363285396196,-0.69765781222582,0.247593255110418,0.25,500,1,no,,,FALSE,FALSE,1,0.497587434638796
97,0.241839516965277,-1.1717925808537,1.96472939098769,-0.140818696434839,-0.035365346450433,-0.587141719830389,0.251063970806402,0.25,500,1,no,,,FALSE,FALSE,1,0.501062841175039
99,0.845977085380442,0.194354916993883,1.96472939098769,0.162585386854961,-0.353576144015211,0.0953762149615539,0.240818086886847,0.25,500,1,no,,,FALSE,FALSE,1,0.490732194671235
100,0.851426776919024,-0.187395429631751,1.96472939098769,0.0765527527833833,-0.478802711283326,-0.0967733785697368,0.266682070030051,0.25,500,1,no,,,FALSE,FALSE,1,0.516412693521423
101,0.752594050094367,-0.315394431832092,1.96472939098769,0.997848297398546,0.349574924167751,-0.160691929782487,0.259585296329816,0.25,500,1,no,,,FALSE,FALSE,1,0.509495138671427
102,0.995826128292368,0.00523381784390592,1.96472939098769,0.247503446879085,0.528869401282729,0.00249806849567582,0.227809314695369,0.25,500,1,no,,,FALSE,FALSE,1,0.477293740473693
103,0.695950048183816,-0.391019052068729,1.96472939098769,-0.274528197998842,-0.0217884811187359,-0.20235612429522,0.267816215385622,0.25,500,1,no,,,FALSE,FALSE,1,0.517509628302336
105,0.0000000026836441674021,-6.06009299266709,1.96472939098769,-1.18608717820866,-2.49479174432245,-3.0844106398109,0.259051319137468,0.25,500,1,no,,,TRUE,FALSE,1,0.50897084311134
106,0.055118062588077,-1.92245035428208,1.96472939098769,-0.401858439152212,-1.09522092870509,-0.94140649437091,0.239797203105311,0.25,500,1,no,,,FALSE,FALSE,1,0.489690926100649
107,0.187975419860313,1.31839753038595,1.96472939098769,0.329149340310782,0.885890445841678,0.67123755351101,0.259214761696779,0.25,500,1,no,,,FALSE,FALSE,1,0.509131379603319
108,0.780658717211445,-0.278611092393815,1.96472939098769,0.0292303744436976,-0.430261672902339,-0.142073255125014,0.260032634339312,0.25,500,1,no,,,FALSE,FALSE,1,0.509933950957682
109,0.0758218404596792,1.77916189858205,1.96472939098769,0.544648780876538,0.644944242161413,0.893119613936182,0.25199290625333,0.25,500,1,no,,,FALSE,FALSE,1,0.501988950329916
110,0.99201466282932,-0.0100133189826127,1.96472939098769,0.115879951949317,0.0105820388138242,-0.00517191151355817,0.266775577936616,0.25,500,1,no,,,FALSE,FALSE,1,0.516503221613008
111,0.872436578787478,0.160646834346217,1.96472939098769,0.242803860380831,0.497864613122752,0.0817238318184801,0.258793341962916,0.25,500,1,no,,,FALSE,FALSE,1,0.508717349775803
113,0.00017318985563688,-3.78382413210952,1.96472939098769,-0.0808609906114447,-0.65929893106797,-1.82155983807424,0.231752805020922,0.25,500,1,no,,,TRUE,FALSE,1,0.481407109441605
114,0.936747235311047,-0.079398823068645,1.96472939098769,0.229562971981019,-0.192120135114505,-0.0394470758579972,0.24683202188562,0.25,500,1,no,,,FALSE,FALSE,1,0.496821921703964
115,0.448023498601706,0.759313641279867,1.96472939098769,0.0780605628320046,-0.0654683170785233,0.392081675071904,0.266631027019951,0.25,500,1,no,,,FALSE,FALSE,1,0.516363270401712
116,0.0693910767781255,1.81978295928122,1.96472939098769,0.763727980405962,0.781506101915365,0.879941572188429,0.233812908539547,0.25,500,1,no,,,FALSE,FALSE,1,0.483542044231468
117,0.278630423710883,1.08458229468485,1.96472939098769,0.59696059903755,0.639431468947788,0.549193054682275,0.256404150915749,0.25,500,1,no,,,FALSE,FALSE,1,0.506363654813168
118,0.939074454708661,0.0764717297348618,1.96472939098769,-0.415497970814822,-0.00934990184112428,0.0379870558101504,0.246756977631895,0.25,500,1,no,,,FALSE,FALSE,1,0.496746391664696
119,0.605077184346972,-0.51744165384883,1.96472939098769,0.401549510545545,0.304163766045263,-0.247343843050397,0.228496438828102,0.25,500,1,no,,,FALSE,FALSE,1,0.478013011149385
120,0.729034514338962,0.346604579184456,1.96472939098769,-0.227840122958105,-0.0600630543661228,0.163121630233608,0.221490199337738,0.25,500,1,no,,,FALSE,FALSE,1,0.470627452809266
121,0.0888650346635557,-1.70474176664744,1.96472939098769,-0.252897827587237,-0.275408197853936,-0.873572759262672,0.262591680524373,0.25,500,1,no,,,FALSE,FALSE,1,0.512437001517624
122,0.882920033669775,-0.147343979963155,1.96472939098769,-0.270554476645432,-0.739912169125496,-0.0761587018895034,0.267161745837512,0.25,500,1,no,,,FALSE,FALSE,1,0.516876915558735
123,0.0623536224118994,1.8679593354251,1.96472939098769,0.375453967297326,1.00145598996575,0.934561077466674,0.25031135084645,0.25,500,1,no,,,FALSE,FALSE,1,0.500311253967418
124,0.327019528806887,0.981098636523349,1.96472939098769,-0.110937107674958,-0.0016982465990219,0.467813380643364,0.227363075280355,0.25,500,1,no,,,FALSE,FALSE,1,0.476826042997187
126,0.267223680464093,-1.11072028882304,1.96472939098769,0.00653021696411575,-0.277710081622129,-0.544351698877538,0.240187142540692,0.25,500,1,no,,,FALSE,FALSE,1,0.490088912893051
128,0.252510499734003,-1.14559832357704,1.96472939098769,0.201899205250339,0.121148642059724,-0.558841868836779,0.237965026432814,0.25,500,1,no,,,FALSE,FALSE,1,0.487816590977402
129,0.235811736969413,1.18695091537712,1.96472939098769,0.253199453804007,-0.0398037605827254,0.598206263543718,0.254001565076734,0.25,500,1,no,,,FALSE,FALSE,1,0.503985679436167
130,0.731776641477289,0.342955133151868,1.96472939098769,0.210216633297769,0.18679128698629,0.185150818082386,0.291458453109312,0.25,500,1,no,,,FALSE,FALSE,1,0.539868922155473
131,0.00402339696718157,-2.88974226217057,1.96472939098769,-1.08432831789649,-1.15598580812923,-1.45968609689126,0.255153026455887,0.25,500,1,no,,,TRUE,FALSE,1,0.505126742962484
132,0.56618890404299,-0.574055503333071,1.96472939098769,0.356744623746194,0.510922435531096,-0.283066921604189,0.243147872693284,0.25,500,1,no,,,FALSE,FALSE,1,0.493100266369107
133,0.469872726181883,-0.723237701041654,1.96472939098769,-0.883971008977619,-0.246954621332926,-0.374611630821815,0.268287476242735,0.25,500,1,no,,,FALSE,FALSE,1,0.517964744208267
134,0.397945376206375,-0.846023084137554,1.96472939098769,-0.788706906419207,-0.933302254565865,-0.418997119258209,0.245277464357777,0.25,500,1,no,,,FALSE,FALSE,1,0.495254948847336
135,0.131205792756866,-1.5118470555377,1.96472939098769,-0.0698538800625844,-0.552014911931743,-0.740754221390565,0.240067048652895,0.25,500,1,no,,,FALSE,FALSE,1,0.48996637502271
136,0.906348920322616,0.117704806473216,1.96472939098769,-0.277054945130984,-0.108619961996795,0.0596902426557665,0.257168809020087,0.25,500,1,no,,,FALSE,FALSE,1,0.507118141087545
138,0.790154707546598,0.266252531132852,1.96472939098769,0.495197401355435,0.161266013999579,0.133182772363388,0.250212275125288,0.25,500,1,no,,,FALSE,FALSE,1,0.50021223008368
139,0.0797065874659634,1.75597238069685,1.96472939098769,0.190638549504835,0.571230160325344,0.864669241428384,0.242473710893299,0.25,500,1,no,,,FALSE,FALSE,1,0.492416196822667
140,0.0527763345347449,-1.9413673068248,1.96472939098769,-0.0839285031090427,-0.98374268445862,-0.952860597223864,0.240903612883464,0.25,500,1,no,,,FALSE,FALSE,1,0.490819328147806
141,0.154252564896996,1.42683599468908,1.96472939098769,0.490346479575191,0.612707927417693,0.708263880645484,0.246400778605516,0.25,500,1,no,,,FALSE,FALSE,1,0.496387730111771
142,0.649699136134042,-0.454454802274646,1.96472939098769,0.333928920626684,-0.320635165035984,-0.226919691100051,0.24932336134165,0.25,500,1,no,,,FALSE,FALSE,1,0.499322902881141
143,0.718532144577937,0.360625347312325,1.96472939098769,-0.350916014492967,0.480636190011193,0.168771220893719,0.219020258229779,0.25,500,1,no,,,FALSE,FALSE,1,0.467996002365168
144,0.000000150919701763174,-5.32756244536599,1.96472939098769,-0.940066331534685,-1.86049944101302,-2.69365451981721,0.255638752487019,0.25,500,1,no,,,TRUE,FALSE,1,0.505607310555354
145,0.00545168351168856,-2.79125264837885,1.96472939098769,-0.415844466183259,-0.562119919640325,-1.38509745523648,0.246242134129401,0.25,500,1,no,,,TRUE,FALSE,1,0.496227905431971
146,0.133806233554295,1.50170339658452,1.96472939098769,0.492423153477791,0.18455266677752,0.728491525397809,0.235331835294929,0.25,500,1,no,,,FALSE,FALSE,1,0.485110126976266
147,0.40192411716537,-0.838905346747695,1.96472939098769,-0.243295043787564,-0.630001832589979,-0.414490157385852,0.244119526817988,0.25,500,1,no,,,FALSE,FALSE,1,0.494084534080949
148,0.997433188163107,0.003218639268438,1.96472939098769,0.186567687172694,-0.0756890740962442,0.00156508103871438,0.236444408839008,0.25,500,1,no,,,FALSE,FALSE,1,0.486255497489754
149,0.23819454556532,-1.18092634013868,1.96472939098769,-0.261772903184286,0.280635769815385,-0.590751297286015,0.250244043599785,0.25,500,1,no,,,FALSE,FALSE,1,0.500243984071558
150,0.954017034542615,0.0576920326415858,1.96472939098769,-0.28709626278191,-0.262133153648137,0.0289887763226593,0.252480641738187,0.25,500,1,no,,,FALSE,FALSE,1,0.502474518496398
151,0.435789056353264,0.779951752477858,1.96472939098769,-0.405154052520331,0.401777589078857,0.413731780558862,0.281385871821624,0.25,500,1,no,,,FALSE,FALSE,1,0.530458171604156
152,0.0145469148851618,-2.45202818521698,1.96472939098769,0.273396076197841,-0.351297745970613,-1.18845871401184,0.234918534427533,0.25,500,1,no,,,TRUE,FALSE,1,0.484683953135993
153,0.325562567335892,-0.984060672637706,1.96472939098769,0.123672863287848,-0.564455887865669,-0.474766464835345,0.232764271378957,0.25,500,1,no,,,FALSE,FALSE,1,0.482456496877135
154,0.0129520404532818,-2.49404968079745,1.96472939098769,-0.301034762366272,-0.443812031302081,-1.22632482226746,0.241769124299846,0.25,500,1,no,,,TRUE,FALSE,1,0.49170023825482
155,0.0356630918252238,-2.10646029268603,1.96472939098769,-0.0813288366642244,-1.21998218035963,-1.05566739806834,0.251158375367118,0.25,500,1,no,,,TRUE,FALSE,1,0.501157036633347
156,0.870925455356849,0.162566651729251,1.96472939098769,-0.615278732369438,-0.676432428507057,0.0860763081630325,0.280352440791736,0.25,500,1,no,,,FALSE,FALSE,1,0.529483182727965
157,0.148724885915397,-1.44628571823568,1.96472939098769,-0.135978319318591,-0.474719232513353,-0.731943747082973,0.256122194745728,0.25,500,1,no,,,FALSE,FALSE,1,0.506085165506487
158,0.904577391745159,0.11994197022939,1.96472939098769,0.776235237655879,1.01224401639246,0.0586119601824212,0.238797697390959,0.25,500,1,no,,,FALSE,FALSE,1,0.488669312921283
159,0.395101935097522,0.851136219668664,1.96472939098769,0.683273396946665,0.261563476035102,0.441025879731326,0.268491168944039,0.25,500,1,no,,,FALSE,FALSE,1,0.518161334860137
160,0.0881056455984735,1.70882250510677,1.96472939098769,0.906077386341706,0.556425389615518,0.861005767340883,0.253873991389663,0.25,500,1,no,,,FALSE,FALSE,1,0.503859098746528
161,0.190492439749978,-1.3109061229985,1.96472939098769,-0.791852688133424,-1.17312648418776,-0.660738044137118,0.254047802670786,0.25,500,1,no,,,FALSE,FALSE,1,0.50403154928118
162,0.00683137691126658,-2.71626918857923,1.96472939098769,-0.161052431613541,0.0525287281324558,-1.32343796600117,0.237389531787249,0.25,500,1,no,,,TRUE,FALSE,1,0.487226366063301
163,0.0294760445448661,-2.18333831062685,1.96472939098769,-0.576548822612453,-0.548079798799229,-1.09497860300911,0.251518071686235,0.25,500,1,no,,,TRUE,FALSE,1,0.501515774115067
164,0.919574836160958,-0.101020407922318,1.96472939098769,-0.433988285776523,-0.295112523889318,-0.0502355908389529,0.247288997128612,0.25,500,1,no,,,FALSE,FALSE,1,0.497281607470669
165,0.607628606400683,0.513786626679157,1.96472939098769,0.399363578293038,0.466118262901613,0.246268683753276,0.22974855399551,0.25,500,1,no,,,FALSE,FALSE,1,0.47932093006201
166,0.0937978470462265,-1.67889853669031,1.96472939098769,-0.846643356456703,-0.825978234757991,-0.858551466381354,0.261507270333289,0.25,500,1,no,,,FALSE,FALSE,1,0.51137781564445
167,0.958927948201179,-0.0515248138899783,1.96472939098769,0.0794141558196583,0.0517143515489186,-0.0257273735855448,0.249320530507417,0.25,500,1,no,,,FALSE,FALSE,1,0.499320068200164
168,0.216066920593178,1.2386245379058,1.96472939098769,0.572787309439331,0.167403266068984,0.592532293214649,0.228846718988459,0.25,500,1,no,,,FALSE,FALSE,1,0.478379262707383
