study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,signif,affirm,Di,Mu,T2,t2w,se,Nmax,k,k.hacked
28,0.00186008511126587,3.12844375260014,1.96472939098769,1.89445768812491,1.84425677717006,1.51139949399542,0.233400532672664,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
29,0.0634024119510678,1.86050310930779,1.96472939098769,1.19871928556238,0.988325663921075,0.907924263712718,0.238143342359857,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
30,7.22804038255351e-05,4.00220592753503,1.96472939098769,1.20030548112104,1.68977170720997,1.99268167981526,0.24790026691013,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
31,0.199585057459861,1.28443702669112,1.96472939098769,0.796279669389946,0.682275745813297,0.656886779029665,0.261550412290356,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
32,0.00239704611060288,3.05165860629136,1.96472939098769,1.2095157067417,1.30627852934251,1.56523275800416,0.26307886729299,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
33,0.0134049097418517,2.48167118496568,1.96472939098769,0.572351610667651,1.14598600306615,1.23194835359804,0.246431673786872,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
34,0.0267578166321071,2.22160600789654,1.96472939098769,0.435835759775149,0.590805511367258,1.10951549461556,0.249420795962425,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
35,0.572203830426853,0.565182229723867,1.96472939098769,0.930974757804889,-0.00511277430681145,0.2843139043285,0.253057493292548,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
36,3.52960912222213e-06,4.69012199237337,1.96472939098769,1.53172075010163,1.85948700580732,2.25058496973857,0.230262147211007,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
37,0.0011772817766867,3.26316062137574,1.96472939098769,1.34330392437484,0.962987357036391,1.56043101630289,0.228671607796282,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
38,0.538384212891769,0.615683388475209,1.96472939098769,0.938578466021084,0.420783493377479,0.303605228170681,0.243166430383109,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
39,0.628935465378581,-0.483524503624202,1.96472939098769,1.54852461071383,0.410072881106907,-0.247564089904404,0.262143034395192,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
40,0.015175219930959,2.43658693346028,1.96472939098769,0.253243467871473,0.95910626303712,1.23352787053126,0.256291445823064,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
41,0.359244984333474,0.917650870617379,1.96472939098769,0.596433985600122,1.26222463989153,0.475445665465911,0.268439748225515,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
42,0.0353549733408988,-2.11000671364377,1.96472939098769,-0.358941118734739,0.0524561201917662,-1.04972091951566,0.247502750772553,0.25,500,1,affirm,TRUE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
43,0.129499821922394,1.51858683978906,1.96472939098769,1.17012526368603,1.0946975774131,0.771161571268627,0.257876338548742,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
44,0.000754817235982975,3.38981304356692,1.96472939098769,1.85812855427313,1.62912133366258,1.71465224494939,0.255858949184026,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
45,0.823868770053844,-0.222688889059657,1.96472939098769,0.939038981269559,0.867275674147438,-0.106949316143175,0.230652903795244,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
46,0.000413826328670871,3.55507848625406,1.96472939098769,1.09005087290721,1.97057309317129,1.8035212943348,0.257361845702382,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
47,0.0166389303658935,2.40269548420048,1.96472939098769,1.44149483749175,0.956048978175273,1.18186399048791,0.241956635531191,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
48,0.0252893027202668,2.24370296238744,1.96472939098769,1.33405084683094,0.445903323849692,1.10894219782672,0.244279541800242,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
49,0.0235285198966323,2.27171678623375,1.96472939098769,0.953283196429839,1.19602117183161,1.19260987162008,0.275605846003978,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
50,1.31236518023535e-05,4.40207162982732,1.96472939098769,1.29045344451176,1.49246651852015,2.15050810530752,0.238653582140446,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
51,0.31479652344253,1.0062218783192,1.96472939098769,0.401767453759965,0.438588873654789,0.485350721611373,0.232661137667919,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
52,0.00406063535917319,2.88679542727005,1.96472939098769,1.00107403938553,1.10570586200435,1.51251495288445,0.27451579402792,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
53,0.378841932457668,0.880815108865556,1.96472939098769,1.17209601351424,0.418466611692206,0.435019556475684,0.243920359446614,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
54,8.18186757345627e-07,4.99421281119587,1.96472939098769,1.88782665543412,2.22193442484533,2.54964872852102,0.260631325471538,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
55,0.000133940528164915,3.84912776839545,1.96472939098769,1.1628065643074,1.63489702250076,2.03379095718136,0.279182356890703,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
56,0.0458228393842703,-2.0020244706026,1.96472939098769,0.753319332309884,0.468120900521871,-0.989697766696534,0.244380425965661,0.25,500,1,affirm,TRUE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
57,0.267076248266752,1.11106309808362,1.96472939098769,1.16525597756746,0.422679897799801,0.566001393229178,0.259512064924528,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
58,0.0852337116635391,1.72451757050767,1.96472939098769,0.767482333732822,0.348026874381926,0.848536459742281,0.242106120284791,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
59,0.971556202505184,0.0356744588687067,1.96472939098769,-0.254397910643741,0.223074784274849,0.0183042542787511,0.263262676411703,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
60,0.131376964343086,1.51117457835425,1.96472939098769,1.09399052966541,1.09884816819957,0.748951549925312,0.24562816827286,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
61,0.10261893045036,1.63528970987378,1.96472939098769,0.366966555455159,0.588946398230913,0.814234443545029,0.247918840357344,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
62,1.4517547188704e-08,5.76255671315234,1.96472939098769,1.94825397037578,2.43758710936174,2.96723966117775,0.265139739583249,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
63,0.0231467953917619,2.27802963361517,1.96472939098769,1.03106426310443,1.0140139980094,1.14195075956293,0.25129046899935,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
64,0.932934432064227,0.0841959158989989,1.96472939098769,0.709802726775335,0.751111061705714,0.0423172086630127,0.252610835120311,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
65,0.000214115603957751,3.72920090841552,1.96472939098769,1.0811299764489,0.831865719643525,1.90066230264811,0.259763638915849,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
66,6.78314522359193e-06,4.54875298052554,1.96472939098769,2.13130400501936,1.98420543864987,2.10311088173447,0.213766494113232,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
67,0.0254920821773086,2.24058650883994,1.96472939098769,1.58660538398349,2.43581435354771,1.14585347494333,0.261537964262408,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
68,0.0056534896295801,2.77928111138089,1.96472939098769,0.338901495186116,0.375730112245282,1.37007433691427,0.243009533308822,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
69,2.32079039863843e-06,4.7789985028029,1.96472939098769,2.14846457968494,2.58968634025621,2.40238403932396,0.252703396316677,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
70,0.016244919895549,2.41155154599712,1.96472939098769,1.0041001945527,1.41650488326527,1.20519663767297,0.249759907165614,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
71,0.0432649092590851,2.02630546699004,1.96472939098769,0.750868002627874,0.811045055298814,0.995338278808789,0.24128569827028,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
72,0.746928657869697,0.322870374086063,1.96472939098769,0.580819059190768,0.317723941044743,0.165197936891909,0.26178987437946,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
73,0.584516642910537,0.547155315694691,1.96472939098769,-0.0513312713427347,0.802610444102658,0.266654006863138,0.237506217025795,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
74,0.0131941247662353,2.48738577448531,1.96472939098769,1.11284876230377,1.31389046344318,1.19308144350005,0.230066766929614,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
75,0.000368535094146104,3.58621868817072,1.96472939098769,1.50873551773191,2.15965121661375,1.80788428260696,0.254136894984534,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
76,0.00355841442992709,2.92879519440339,1.96472939098769,1.20618046042886,1.31469513790173,1.46207829577502,0.249208731021751,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
77,0.258735375728721,1.13067422511362,1.96472939098769,0.713306252890281,1.14607435100797,0.565784487110374,0.250395827159216,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
78,0.000156905223062493,3.80902733583465,1.96472939098769,0.920309032678983,0.591477958631094,1.80149070777128,0.223684491090354,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
79,0.0844392148510374,1.72893509230095,1.96472939098769,1.4558089994591,1.69010921172071,0.853267608387826,0.243564023723297,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
80,0.00346921531588729,2.93681538135636,1.96472939098769,1.14707110561605,0.71390316785084,1.47027069524266,0.250634764580684,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
81,0.0323113360164025,2.14654009234787,1.96472939098769,1.31016060910357,0.645072552959656,1.101040471548,0.263104670021354,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
82,0.104356763800628,1.62705454996996,1.96472939098769,1.08458863770303,0.953314797679162,0.816464707843104,0.251808627747985,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
83,0.000828779370693566,3.3635054882018,1.96472939098769,1.353801210693,1.71686678527909,1.67525263272565,0.248071193976647,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
84,0.0350925548766077,2.11304805133889,1.96472939098769,0.796345688569279,0.787127319794345,1.02546824595224,0.235518858262428,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
85,0.00419661212771839,2.87623989921411,1.96472939098769,0.504253347123566,1.40640947704607,1.37545253213258,0.22868674934851,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
86,0.496220827392257,-0.68094709018184,1.96472939098769,0.501678653243598,0.508818144443848,-0.328213924322292,0.232320357275867,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
87,0.478937795129458,0.708544907871239,1.96472939098769,0.428827048744938,0.302369856559032,0.373227652388535,0.27746797442479,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
88,0.0546301457548007,1.92633559294663,1.96472939098769,0.790839023098193,1.13415165311014,0.976014478245039,0.256713449102211,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
89,0.000617134716760214,3.44592232401921,1.96472939098769,1.55399492628887,1.31518540911109,1.75559317555113,0.25955942338957,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
90,0.00165931222401185,3.16252481656165,1.96472939098769,1.27020463847587,1.85196062401317,1.68716680416379,0.284608692039089,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
91,0.00289424598645406,2.99355372690567,1.96472939098769,1.41127314154844,1.5728070284592,1.48864642411253,0.247291394125653,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
92,0.15010509754816,1.44137820786178,1.96472939098769,1.45195181979767,0.362742184639036,0.77315588401424,0.287725416484584,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
93,0.0226669103698063,2.28609577029356,1.96472939098769,1.25941141980725,0.808363543377273,1.10825496793208,0.235012267777046,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
94,0.000680523079873204,3.41877662892323,1.96472939098769,0.781998153425146,1.28777319988926,1.69115207440506,0.244694311055945,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
95,0.0223813880877226,2.29096586347681,1.96472939098769,0.90023234645895,0.66375497019952,1.17817987529898,0.264475815133795,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
96,0.877387490910957,0.154361028305704,1.96472939098769,0.480655303703395,0.225523777879019,0.0776477622435772,0.253036144858195,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
97,0.00145176595350305,3.20201659466813,1.96472939098769,1.84260040261159,2.10711483459069,1.63102204992343,0.259461251159469,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
98,0.0168836494723716,2.39728755894065,1.96472939098769,1.3072511084565,1.44697446819737,1.16455477491921,0.235982380454144,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
99,1.17390283687885e-05,4.42713902669595,1.96472939098769,1.74883255558916,1.94131206826406,2.25304510051219,0.258996234347251,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
100,0.0190947720376845,2.35132311779921,1.96472939098769,1.71033637519396,1.29768443473409,1.22995471853869,0.27362364146319,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
101,0.141317699215447,1.4732367722337,1.96472939098769,1.30887727888269,1.56727435710217,0.789799974272521,0.287401565701137,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
102,0.343933469491039,-0.947321557360662,1.96472939098769,-0.376686989027528,-0.940550863630726,-0.475180846438786,0.251607170068358,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
103,0.918182803330582,-0.102775040629083,1.96472939098769,1.02056314580586,0.548723996598622,-0.0504822084120334,0.241268918027727,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
104,7.72768369749454e-05,3.98585731071222,1.96472939098769,1.40690019634595,1.64962793691842,1.90799531975979,0.229145385214893,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
105,0.932864446783734,-0.084283985952991,1.96472939098769,1.02039986794193,0.166511408338832,-0.0437112393096574,0.268965209344703,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
106,5.15689779081567e-06,4.60851555460775,1.96472939098769,1.30398888834378,1.85661304186429,2.38461106480483,0.267739836761719,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
107,0.217734478364932,1.23413239904435,1.96472939098769,1.16366755947564,0.61689215668955,0.61703045335505,0.249971036226112,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
108,0.153681679613382,1.42881983285908,1.96472939098769,1.98706495795135,1.03426721628118,0.671914195778446,0.221142743765067,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
109,0.00055182362186589,3.47676210679616,1.96472939098769,2.05756551695609,1.25446290498437,1.66997094183807,0.230710774631178,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
110,0.241525262670985,1.1725762083249,1.96472939098769,0.821535483853104,1.33686475494453,0.591703556899364,0.254639752665007,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
111,0.0255448276586586,2.23977940687162,1.96472939098769,0.0312937156813489,0.452387176652957,1.1743711517899,0.274916150479874,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
112,0.717434458061669,0.362094829479845,1.96472939098769,1.0875879018601,0.318259268761669,0.184954363459657,0.260906270366111,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
113,0.776344019112582,-0.284240461479295,1.96472939098769,1.42478011934096,0.913414080434911,-0.145522941668791,0.262114551116919,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
114,0.000872436628002865,3.34898525260565,1.96472939098769,1.1746511612478,1.14374273456614,1.67754844343015,0.250913293194619,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
115,0.019836113950187,2.33695639141231,1.96472939098769,1.11643563625421,1.07875075739144,1.24642668421562,0.284467240193569,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
116,0.00341560272785472,2.9417269132654,1.96472939098769,0.473658752950335,1.13640127202988,1.51741948455549,0.266076552683153,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
117,0.000247612155986165,3.6913837746357,1.96472939098769,1.36659141845679,0.86111232475085,1.78772916583097,0.234544391836607,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
118,0.473397692820715,-0.717505975331041,1.96472939098769,1.00144857716141,-0.291262545156542,-0.383004339673549,0.284941919286342,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
119,0.000533755819650551,3.48589641153323,1.96472939098769,1.26674362479947,1.78994724383674,1.68704057234698,0.234218987875577,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
120,0.140294075216376,1.47704617456761,1.96472939098769,0.773344983352817,0.49953097213171,0.760706683404181,0.265244458521034,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
121,0.00432034201418917,2.86690208541354,1.96472939098769,1.69918733673483,1.43314252969827,1.44887031311563,0.255407300473983,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
122,3.33612902340364e-06,4.70215434104214,1.96472939098769,1.40264208191253,2.20796127830344,2.34798454912517,0.249342729492671,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
123,0.145594910226861,1.45754540502975,1.96472939098769,1.0347271808863,0.617417253165303,0.73966005613467,0.257525445382223,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
124,0.450151219855225,0.7557574716154,1.96472939098769,0.920846834329847,0.890013174921666,0.381502927531241,0.254818439068625,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
125,0.0330413204726579,2.13751702035084,1.96472939098769,0.728963380719173,0.416695162956405,1.07722263738369,0.253975474032739,0.25,500,1,affirm,TRUE,TRUE,TRUE,1,0.25,0.25,0.5,1,10000,10000
126,0.775557389944698,0.285267741396952,1.96472939098769,0.356332630349174,0.143794078843545,0.145760757232137,0.261081382892814,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
127,0.0570946005739627,1.90699960139785,1.96472939098769,1.21136329721419,1.28234243205956,0.962254246938478,0.254611765619769,0.25,500,1,affirm,FALSE,FALSE,FALSE,1,0.25,0.25,0.5,1,10000,10000
