study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,signif,affirm,Di,Mu,T2,m,t2w,se,Nmax,hack,k,k.hacked
168,0.00137370424947529,3.39363808378166,2.00957523712924,1.48053075315668,2.00903307163976,3.27301750132507,0.93017701835443,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
169,0.0388800633034464,2.12243178591751,2.00957523712924,1.61006415188081,1.875851335927,1.73149398368316,0.665540504452378,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
170,0.0334785244485344,2.18786554037398,2.00957523712924,1.31888812182885,0.762289526923193,1.80093639096268,0.677572063398204,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
171,0.0194197452543923,2.41694143790608,2.00957523712924,0.706241115273119,1.16081206555712,2.45548216251847,1.03214642324985,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
175,0.0483988249103968,2.02438893830842,2.00957523712924,0.964714989610095,1.42778444544114,2.4362595300355,1.44830220148642,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
177,0.00341343453808802,3.07748567942513,2.00957523712924,1.02601589375305,1.11628803523405,3.65823538649906,1.41302944358144,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
181,0.0183646550944132,2.43970770619205,2.00957523712924,0.57858773358731,0.999026655124314,2.48335898338817,1.0361041461245,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
183,0.0339178589430857,2.18220896215627,2.00957523712924,1.48991531904523,1.78175797509648,1.92834982801081,0.780870429099464,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
184,0.00968122581659083,2.69240442326804,2.00957523712924,0.882931565820168,0.609720580773257,2.59235059768338,0.927057949467827,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
188,0.0313212801759638,2.21662911620537,2.00957523712924,0.77436372607667,0.616055224845874,2.01548834784469,0.826750595338353,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
189,0.0111932710160317,2.63636141749209,2.00957523712924,0.765158688353554,0.790691200370176,2.42973038271194,0.849388299739692,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
190,0.0445809030021721,2.0615027591866,2.00957523712924,1.04762117803284,1.50071404614908,1.89441942905111,0.844470411715277,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
192,0.000137934360120788,4.13640838260008,2.00957523712924,1.75205690805175,1.84524471889621,3.68837584658069,0.795103233432985,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
193,0.0194838857471697,2.41559367038561,2.00957523712924,1.37081790023944,1.5370596149633,2.3427018766342,0.940559523100259,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
194,0.00663297014414144,2.83542393376372,2.00957523712924,1.26819930671635,1.41973416727343,2.67134414414504,0.887613052701684,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
203,0.015080537204675,2.51903051752822,2.00957523712924,1.53676607984333,1.33567486846837,2.07412705755691,0.677959664672425,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
207,0.0101951952728994,2.67250566953779,2.00957523712924,1.21963967781439,1.62448036443472,2.69367170805033,1.01590257072227,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
209,0.000167997764405835,4.07505618134374,2.00957523712924,1.51886215401601,1.97214655321033,4.32891942273136,1.12847463803882,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
210,0.0478587042775823,2.02948174411783,2.00957523712924,1.37241132087572,2.23625368735003,2.41490279607033,1.41588835730129,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
215,0.0221129503892729,2.36351745786374,2.00957523712924,0.93614332311304,0.999270063181548,2.46148562205124,1.08461842465671,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
216,0.0114922007091807,2.62611025855135,2.00957523712924,0.968229617473146,1.48505239211588,2.65708341660191,1.02372772541474,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
217,0.0126348318569004,2.58904959090002,2.00957523712924,0.765520038374523,1.17802827046886,2.06920659719025,0.638744201591432,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
219,0.0241923497679582,2.32612663783463,2.00957523712924,1.06419857270592,0.983886144771638,2.38937835333524,1.05512312221579,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
221,0.0225974288423507,2.35453290990527,2.00957523712924,1.20318929508851,1.04294296376722,2.09978997542767,0.795320516591409,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
228,0.00346524878130228,3.07211229983028,2.00957523712924,1.30981713435806,1.22969719791654,3.37761923881528,1.20877983147945,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
232,0.0184535816779522,2.43774398260567,2.00957523712924,2.01111179331146,2.44487703012628,2.40432569604839,0.972770540089374,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
233,0.0264766416692306,2.28822710397527,2.00957523712924,0.795915694960194,1.16246767168033,2.15328030451333,0.885529197176033,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
239,0.0274748560563098,2.27257370986985,2.00957523712924,1.71405123216909,1.40687950756798,2.3334021631738,1.0542490922978,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
248,0.0324580166757608,2.20126188785353,2.00957523712924,0.78649618407416,0.562337717617226,2.48127559873099,1.27059335739399,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
254,0.0141048358953617,2.5456294585057,2.00957523712924,1.35149641546481,1.77562168524654,2.48094521679076,0.949825823402959,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
255,0.0216067952598181,2.37309449123391,2.00957523712924,0.798499309421898,0.795406701508759,2.15980766845146,0.828323714670069,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
257,0.00964955881495645,2.69366193523334,2.00957523712924,1.49052641594751,1.55118961453836,2.69784795010952,1.00311046267897,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
259,0.0126068968126464,2.5899184726361,2.00957523712924,0.829889703687118,1.2598810979295,2.3740967922507,0.840281217336825,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
260,0.0272486886322048,2.27607546081215,2.00957523712924,1.03673025276604,1.42159343163678,2.20150320703279,0.935546399830715,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
263,0.0171915558730128,2.46644966731283,2.00957523712924,1.50770106072017,1.47429366723893,2.39683446995994,0.944346922094819,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
264,0.00295697071124124,3.12843923880375,2.00957523712924,0.9715443950361,1.50227899486094,3.07726070592027,0.967549368253568,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
267,0.000565596786999692,3.68833665068379,2.00957523712924,1.14881348067531,1.91056389498132,3.25415303679412,0.778421527502722,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
275,0.00523239387771861,2.92310148567621,2.00957523712924,1.22221240310769,1.38921706503746,2.81851301142782,0.929720272333253,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
277,0.0241188115159494,2.32739902184949,2.00957523712924,0.975203689781994,0.894298891246595,2.41621532532822,1.07777864500317,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
279,0.00130044951633478,3.41218889121439,2.00957523712924,0.925810915431234,0.651490902225405,2.98810259774075,0.766875530811855,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
288,0.000527109129770813,3.71126200586147,2.00957523712924,1.32957708131901,1.54234103718563,3.06173893605679,0.680601784109998,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
292,0.0250522482659026,2.31149928107585,2.00957523712924,0.683747731378423,0.767639117687248,2.34815857879127,1.03197058954564,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
295,0.0294563829179722,2.24294308955438,2.00957523712924,0.768354035262447,0.551032995689855,2.06695580711074,0.849231067856814,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
296,0.0246139325121204,2.31889826572009,2.00957523712924,0.826841265423073,1.46638779829697,2.11905304565573,0.835064968806338,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
297,0.0104120206101583,2.6643860453489,2.00957523712924,0.5989248473216,0.874484161796874,2.40942007184201,0.81776919549956,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
300,0.0100541862199952,2.67787159595619,2.00957523712924,1.26225728397757,1.29382509552356,2.73720924924739,1.04480802624793,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
303,7.96278365875517e-07,5.65354209015747,2.00957523712924,1.45102640516648,2.01417012703689,5.41020380293671,0.915769111890992,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
305,0.025772200016102,2.29959315380105,2.00957523712924,1.23277517720941,1.10994966032698,1.94782738407487,0.717462027260644,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
306,0.00529708689864946,2.91859493981409,2.00957523712924,1.26461235007895,1.09576615454121,2.70519989504839,0.859114548316901,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
307,0.00707446316782178,2.81134264752186,2.00957523712924,1.31566506133445,1.64021201511863,2.76422283605307,0.966759702400222,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
309,0.0112961519204498,2.63280536125063,2.00957523712924,0.849123290709367,1.32641226601375,2.13604983235001,0.65824149007427,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
310,0.0432089771154698,2.07551606092187,2.00957523712924,0.951484682015828,1.36022973015479,1.48405795330883,0.511269075165404,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
314,0.0013848483861231,3.39089873996116,2.00957523712924,1.30190410520403,0.93696524196954,3.09948516525263,0.835505825392026,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
315,0.0264747339592795,2.28825751897409,2.00957523712924,1.3309292311334,1.83331082017327,2.18914744600674,0.915251040238295,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
316,0.00551081223783683,2.90406246375851,2.00957523712924,0.884360564099316,0.581602874059461,2.53286978888332,0.76070070898608,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
318,0.0491965184533316,2.01695673494795,2.00957523712924,0.921021018893457,1.02484284991847,1.83419824683085,0.82698833401761,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
322,0.000630695476478119,3.65276859046744,2.00957523712924,1.53973280118255,1.22616459604526,3.3566412495204,0.844433657437144,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
324,0.0145106587727928,2.53436913172425,2.00957523712924,0.52495268356026,0.65064177897681,1.92065464350817,0.574326453781559,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
326,0.027105371699902,2.27830784159974,2.00957523712924,1.46923851100314,1.4443672890297,2.2227987078381,0.951865226362781,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
327,0.0177469371433677,2.45359028787779,2.00957523712924,1.17568164188203,1.12939677799165,2.4497791864596,0.99689586187883,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
331,0.00271592232412192,3.15841536355963,2.00957523712924,1.07465903859372,1.04767016911691,2.90298146148032,0.844792477015584,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,2,affirm,2000,2000
